Marker	Fig_lab	engraft	tUniq	rUniq	Treatment	Remission
BKODAF_1875915	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_1923335	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_1923415	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_1925555	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_1925560	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_1925620	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_1925650	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_1928000	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_1928010	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_1928015	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_1928025	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_1928030	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_1928040	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_1928045	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_1928050	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_1928055	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_1929220	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_1931315	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_1931350	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_1958330	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_1959035	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_1959180	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_1972220	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_1975955	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_1976395	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_1976430	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_1976435	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_1986580	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_1986620	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_1986625	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_1986630	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_1986635	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_1986660	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_1986665	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_1986690	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_1989215	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_1989220	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_1992985	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_1997195	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_1997265	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_1997320	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2000800	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2002110	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2004125	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2004130	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2004135	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2011745	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2011750	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2011775	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2011780	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2017450	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2017470	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2022745	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2037010	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2039355	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2044885	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2045530	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2045545	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2046080	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2046175	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2046595	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2046660	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2046690	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2046695	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2046700	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2048470	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2048540	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2048575	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2053055	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2062230	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2065280	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2065545	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2076545	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2076570	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2079265	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2079350	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2079920	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2082470	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2082480	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2082490	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2082510	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2082535	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2082565	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2084995	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2093235	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2094490	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2098975	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2102475	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2105890	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2107470	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2110850	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2115775	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2115785	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2116160	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2128085	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2128105	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2128110	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2128140	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2128155	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2128160	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2128165	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2128170	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2132835	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2132880	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2132930	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2137560	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2137625	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2137640	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2139725	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2143095	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2145045	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2145065	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2145110	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2145135	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2145165	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2145360	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2145365	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2145370	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2165660	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2165680	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2165725	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2165730	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2165750	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2165795	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2165810	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2166280	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2182725	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2190300	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2190355	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2190380	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2208945	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2224895	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2225185	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2225240	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2227405	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2233500	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2233515	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2233555	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2233565	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2246110	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2249740	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2249835	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2250060	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2267605	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2274560	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2274575	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2274625	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2274710	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2274715	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2293945	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2293960	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2294035	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2295950	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2296015	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2307975	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2309030	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2312220	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2314385	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2314415	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2314460	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2316510	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2316570	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2316600	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2316605	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2316630	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2316635	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2319115	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2319120	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2324685	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2331770	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2334255	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2339920	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2339945	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2340000	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2345480	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2351385	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2351415	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2352635	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2371885	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2371890	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2371920	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2371925	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2371940	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2373605	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2373610	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2373615	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2373620	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2373625	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2373630	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2373635	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2373640	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2373645	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2373650	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2375380	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2383735	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2384165	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2384205	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2384240	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2384250	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2384390	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2387900	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2387950	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2387990	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2388025	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2389925	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2389935	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2389975	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2390015	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2391475	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2391510	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2393150	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2393170	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2393245	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2393275	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2424030	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2428120	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2429450	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2431335	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2431345	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2439110	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2442785	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2444315	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2444325	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2444335	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2444340	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2444345	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2444350	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2445100	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2452430	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2454075	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2454115	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2455140	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2457855	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2457940	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_246545	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2472925	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2478140	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2492145	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2493580	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2503950	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2504525	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2509810	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2509815	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2515830	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2515840	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2516020	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2518360	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2536245	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2539755	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2539775	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2539785	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2539795	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2539800	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2542515	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2542525	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2542580	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2550575	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2561200	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_256320	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2564155	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2564165	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2564170	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2564185	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2569435	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2569450	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2577090	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2578300	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2578685	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2582495	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2586265	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2586270	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2586295	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2595525	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2595560	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2595565	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2598940	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2598950	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2598960	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2598975	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2603110	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2603135	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2603170	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2608265	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2609465	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2611625	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2613545	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2613565	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2613590	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2615710	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2629885	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2629925	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2633560	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2640625	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2640635	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2641415	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2641420	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2641955	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2641960	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2641970	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2641975	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2641980	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2642000	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2644070	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2652955	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2654460	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2675935	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2676075	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2677920	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2677980	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2679530	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2685605	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2686590	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2695620	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2695625	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2696950	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2697715	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2703135	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2704145	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2704165	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2704190	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2709535	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2709540	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2713590	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2713755	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2714025	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2719225	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2721435	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2725725	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2726725	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2726740	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2732395	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2732400	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2732430	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2733205	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2733215	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2734750	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2736325	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2736335	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2737230	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2738500	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2739535	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2739575	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2744535	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2744765	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2756055	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2756065	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2756080	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2759350	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2761170	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2762055	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2769610	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2778195	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2780370	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2784215	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2791545	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2793010	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2793015	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2793025	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2793030	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2793035	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2793045	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2793050	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2793055	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2793060	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2793065	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2793070	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2793080	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2804290	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2804325	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2822480	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2824745	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2832425	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2836005	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2854395	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2854435	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2858065	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2858080	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2862805	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2862810	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2862815	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2873330	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2873385	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2873395	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2876335	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2896235	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2896535	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2896555	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2900760	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2901095	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2905720	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2905955	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2909285	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2910360	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2910370	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2918370	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2919650	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2924985	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2924995	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2925000	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2925525	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2926730	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2929765	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2930120	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2931175	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2934560	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2935540	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2937480	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2937485	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2937490	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2938410	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2941705	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2947480	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2947495	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2956300	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2956895	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2958535	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2966520	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2966530	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2976095	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2997430	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_2997440	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_3000635	*pt4	1	FMT	F-Res	FMT	Res
BKODAF_3001010	*pt4	1	FMT	F-Res	FMT	Res
