Marker	Fig_lab	engraft	tUniq	rUniq	Treatment	Remission
BKODAF_3430960	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3433580	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3445540	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3445575	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3445580	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3447565	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3451565	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3453605	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3465240	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3466725	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3471490	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3474365	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3477315	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3487525	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3493155	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_349620	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_349645	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_349650	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_349680	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3496890	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_349695	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_349720	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_349730	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_349735	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_349745	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_349755	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_349760	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_349780	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_349785	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_349800	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_349815	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_349830	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_349880	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_349900	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_349905	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_349920	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_349935	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_349945	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_349975	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3499785	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_349980	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_350000	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_350005	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3500095	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_350020	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_350025	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_350030	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_350035	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_350050	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_350075	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_350080	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_350085	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_350090	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_350105	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_350110	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_350120	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_350130	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_350165	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_350175	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_350180	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_350190	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_350195	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_350205	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_350225	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_350270	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_350275	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_350285	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_350290	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_350320	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_350325	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_350355	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_350365	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_350385	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_350395	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_350400	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_350435	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_350455	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_350460	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_350490	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_350495	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_350500	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_350505	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_350510	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_350515	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_350535	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_350595	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_350610	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_350620	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_350645	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_350715	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_350725	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_350730	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_350765	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_350850	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_350855	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_350860	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_350865	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_350885	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_350890	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_350905	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_350940	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_350965	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_351015	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_351025	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_351030	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_351040	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_351045	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_351050	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_351055	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_351070	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_351085	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_351090	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_351140	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_351145	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_351155	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_351165	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3513590	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3525710	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3532395	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3558430	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3558435	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3558440	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3558445	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3558450	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3558460	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3565025	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3577245	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3599820	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3599825	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3599845	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3616510	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3638690	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3653275	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3655475	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3658250	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3658255	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3667990	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3668100	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3700130	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3700330	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3700425	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3701290	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3706690	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3712395	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3724265	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3724270	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3745115	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3745150	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3749085	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3764825	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3766665	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3768975	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3775635	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3780525	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3809065	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3809075	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3816060	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3816065	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3816070	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3823590	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3824160	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3824165	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3824175	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3835480	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3840990	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3850110	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3850115	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3850120	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3850125	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3850130	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3853010	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3872225	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3879770	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3879775	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3886705	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3913150	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3930470	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3935645	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3942060	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3942065	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3943180	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3943190	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3957245	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3990120	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3990125	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_3990130	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4019450	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4033645	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4051385	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4055150	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4056200	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4061165	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4094430	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4094435	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4094440	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4094445	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_412045	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4129300	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4130450	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4143690	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4157665	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4163875	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4164540	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4165240	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4165250	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4165255	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4165260	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4179180	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4193035	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4202280	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4221405	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4236405	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4240005	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4255755	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4256085	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4256090	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4265415	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4299245	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4313730	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4313740	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4323355	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4357575	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4357850	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4371035	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4373470	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4379160	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4381560	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4387685	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4391455	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_439260	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4406180	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4443905	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4471760	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_447530	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4475860	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4486865	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4492625	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4498715	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4517170	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4527815	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4531795	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4531800	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4531805	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4531810	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4531815	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4541835	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4566330	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4569440	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4569445	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4569450	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4583225	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4624370	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4627080	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4639930	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4646500	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4652085	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4714185	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4714730	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4715175	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4719465	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4769075	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4769080	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4776285	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4786545	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4787095	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4791810	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4793660	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4803375	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4810470	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4813785	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4819340	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4839155	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4856010	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4875470	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4875485	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4875490	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4885515	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4889665	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4897040	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4937065	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4937070	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4938595	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4950355	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4969600	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_4981430	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_5025010	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_5032665	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_5047275	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_5076515	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_5095170	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_5106240	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_5110840	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_5128540	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_5133845	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_5162520	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_5162585	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_519965	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_623215	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_625975	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_626060	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_626105	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_655440	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_655600	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_708225	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_708285	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_708420	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_758650	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_758705	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_831480	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_847200	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_866575	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_866675	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_866710	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_953255	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_953260	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_976185	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_981315	*pt79	1	FMT	F-Res	FMT	Res
BKODAF_1062300	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1064725	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1106620	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1114115	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1126800	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1140570	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1140655	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1140695	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1140740	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1140835	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1143125	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1156390	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1175345	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1238400	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1239415	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1242350	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1249730	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1273530	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1276205	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1277155	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1277270	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1281105	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1283410	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1288655	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1307165	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1312015	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1312040	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1312060	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1312100	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1313510	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1313545	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1313555	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1313560	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1313585	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1320190	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1348075	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1375975	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1380980	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1392090	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1392100	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1396600	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1400240	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1400545	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1405960	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_141265	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1427300	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1427400	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1427520	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1437200	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1443280	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1474580	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1478570	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1482305	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1493395	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1493495	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1548540	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_159280	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_159720	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1598400	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1610980	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1611005	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1611020	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1611025	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1611070	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1622590	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1624255	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1633330	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1635495	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1635515	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1635545	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1635600	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1639400	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1664975	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1694360	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1698230	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1698320	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_169935	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1708205	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1716720	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_171755	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1723360	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1725230	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1768955	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1769005	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1769015	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1769035	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1773005	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1773035	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1778855	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1780365	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1780370	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1780465	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1806745	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1806780	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1830640	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1834935	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1843030	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1848335	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1864945	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1864950	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1864995	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1869775	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1869860	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1869885	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1869890	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1869895	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1869910	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1870555	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1871920	*pt85	1	FMT	F-Res	FMT	Res
BKODAF_1872000	*pt85	1	FMT	F-Res	FMT	Res
