#mpa_vJan21_CHOCOPhlAnSGB_202103
#/opt/software/miniconda3/envs/metaphlan4/bin/metaphlan -t marker_ab_table /datastore/shekas3/UCFMT1/results/Metaphlan4/PMCL801.mp.bowtie2out --bowtie2db /dataone/common/ref_dbs/metaphlan4/ --nreads 9724218 --input_type bowtie2out --nproc 30 -o /datastore/shekas3/UCFMT1/results/StrainPhlan4/PMCL801.marker_abund_norm.txt
#SampleID	Metaphlan_Analysis
SGB749__JEEAKBAE_00114	1.5327536870586518e-07
SGB1626__GINGDKPC_01191	6.35212463988855e-08
SGB1626__HHJLPEFD_02401	2.818016891463213e-07
SGB1699__NHFEEPJO_00276	1.3126659696266795e-05
SGB1699__GEIKCAGN_01463	1.3361162492391744e-05
SGB1699__PANEMBBO_00585	1.0751507668187464e-05
SGB1699__CEDIKNMP_00311	1.2091853751152975e-05
SGB1699__IOOPLNPD_00894	1.3058173930595962e-05
SGB1699__CBAIJPBO_00850	1.0187614194561205e-05
SGB1699__GHFBIHLB_01231	1.1557937962403725e-05
SGB1699__GEGPMIGP_00361	1.155938630015705e-05
SGB1699__GJLKKCCN_01426	1.4813855301289368e-05
SGB1699__CMNPCGHN_00395	1.3977760573837523e-05
SGB1699__GFNNGKDA_00681	1.3194513429287591e-05
SGB1699__BEMJEBGK_01809	1.4508177435487898e-05
SGB1699__EKGDNPFI_00384	1.0796027453145278e-05
SGB1699__JECPAFIK_00896	1.3132299331426278e-05
SGB1699__GGLCHOMO_01080	1.0908790130203413e-05
SGB1699__BGIDBFOC_00025	1.1102307384822258e-05
SGB1699__AFMOMAII_00239	1.4260373402054266e-05
SGB1699__OIHNIEGC_00910	1.330904907890993e-05
SGB1699__BEMJEBGK_00765	9.802724531025527e-06
SGB1699__JOEEPENL_01301	1.072210699639947e-05
SGB1699__EBDHCGDB_01035	1.3724263610201011e-05
SGB1699__MHPIBOMJ_01906	1.1898439053825025e-05
SGB1699__GBDPHLAJ_00918	1.4112102133606426e-05
SGB1699__OEPHOKEE_00295	1.2867051702130647e-05
SGB1699__HHBGBIJO_00858	1.045541996293682e-05
SGB1699__OHGHCCKO_01282	8.385545559263964e-06
SGB1699__APPIHPIE_00131	1.0371583299358134e-05
SGB1699__ICIDCCIP_00348	1.710835352747081e-05
SGB1699__GKNLHAOK_01624	1.2830590851779115e-05
SGB1699__LJNKIIEE_00135	1.6411220856926774e-05
SGB1699__MKOPLHFJ_00098	1.2905483148753765e-05
SGB1699__AJAIHPJJ_00538	1.1237557435142255e-05
SGB1699__HLDNDMBB_01868	1.3559556599023792e-05
SGB1699__PENGBJDG_00406	1.143877927046022e-05
SGB1699__AGDFIFCB_01198	1.0359971282043055e-05
SGB1699__OAOKMPNL_00792	1.7540195663373116e-05
SGB1699__DFGDKEMN_00032	1.2279931992504246e-05
SGB1699__HOLCBEFH_00355	7.159357360032766e-06
SGB1699__BPPPCPFB_01783	1.2199988827660698e-05
SGB1699__DNHGPECA_00915	1.2416367269719189e-05
SGB1699__CDBIPHKG_01198	8.697751542332935e-06
SGB1699__NKPALIFL_00421	1.083849307593907e-05
SGB1699__JOIDKAEK_00156	1.208522785428835e-05
SGB1699__JOBBONJN_00890	1.0424416700056868e-05
SGB1699__KCFNKJFN_00075	1.0727124159163005e-05
SGB1699__LPELDFDC_00642	7.996115732926434e-06
SGB1699__OCLPFMPP_01092	9.788348569616842e-06
SGB1699__GFJGFHII_00085	1.2091433722336451e-05
SGB1699__CEKIJOLJ_00385	8.974179241491387e-06
SGB1699__OGDNLIAF_00679	1.1110888584703623e-05
SGB1699__CKNAKHCL_00706	1.0299003028999871e-05
SGB1699__AJAIHPJJ_00941	8.187543248569526e-06
SGB1699__NHIIEMKE_01210	1.803825975263516e-05
SGB1699__DPHFFJHB_00965	1.3100641657637813e-05
SGB1699__NAPGLCAN_00880	7.948084074950976e-06
SGB1699__PHIMPNCA_01263	1.3095586493164244e-05
SGB1699__AAJCBKJB_00391	1.2137372847322958e-05
SGB1699__GLDEAAIJ_01421	1.4692609236233054e-05
SGB1699__LEKJDPGK_00500	1.123148601183953e-05
SGB1699__NEONDLJF_01451	1.3001955266537869e-05
SGB1699__AGPBPJJP_00985	9.365705069417484e-06
SGB1699__MAOGLPBP_01200	1.3805268443749467e-05
SGB1699__NGMNFKLG_00805	1.5165926164783644e-05
SGB1699__LEOCEBOM_01178	1.0687932891779957e-05
SGB1699__NALCPEHL_01036	1.0303063266588475e-05
SGB1699__HGEPELOM_00127	1.4746235990457728e-05
SGB1699__JCPIBHLM_01698	1.0806089106864507e-05
SGB1699__ICHMNKJI_01173	1.1577952614497685e-05
SGB1699__COKMICKN_00510	1.3390022317633402e-05
SGB1699__NOLPNBEL_00675	1.0660196265501211e-05
SGB1699__LNJACKEA_01074	1.117952186439938e-05
SGB1699__NNINPJFP_00030	7.565631568097295e-06
SGB1699__IIFNDEOG_01001	1.939016423166238e-05
SGB1699__IOOPLNPD_00884	1.1096107005009161e-05
SGB1699__KKPIFLNE_00127	1.301658706356844e-05
SGB1699__OPJEPLHE_00417	1.5438775502284995e-05
SGB1699__DGIBABMG_00299	1.444315828192889e-05
SGB1699__EAOGPLBP_00354	1.0826743133034902e-05
SGB1699__NHOKIAMC_01341	6.873354084691379e-06
SGB1699__ANGEMBEM_01080	9.712709912702304e-06
SGB1699__JOMNLCHL_00207	1.0576481709408922e-05
SGB1699__JIJHHLEP_01401	8.32520799075925e-06
SGB1699__CKNAKHCL_01578	1.3533784785801432e-05
SGB1699__EILIGEEJ_00632	1.2502052485397876e-05
SGB1699__BBDAPEAF_01499	1.0797227146479984e-05
SGB1699__JKGKCFGA_00533	8.378895244782703e-06
SGB1699__APEJCBIO_00515	1.1360606999860294e-05
SGB1699__KPIODMHN_00417	1.2082923898422484e-05
SGB1699__OBGINKKK_00356	1.1567839566530964e-05
SGB1699__OELMPDAH_01468	1.2544327329469533e-05
SGB1699__HFGAGLKP_00608	1.5008636608286622e-05
SGB1699__OLCCKNGF_00709	1.5540660678397946e-05
SGB1699__CBBOPNKG_01238	7.557663051324607e-06
SGB1699__LGDCHDBM_00147	1.015453438417241e-05
SGB1699__LKLABJNE_00967	9.713032889208394e-06
SGB1699__LLAAEIOB_00299	7.807189851561032e-06
SGB1699__KEFHGKKM_00698	1.0706102974946867e-05
SGB1699__GKFGDGOH_00319	1.247550413731299e-05
SGB1699__BKIMOLDF_00715	1.0766902457147098e-05
SGB1699__JCGMLFLD_01261	1.536572407047911e-05
SGB1699__AFKAAJKM_00519	1.062592965005885e-05
SGB1699__MKHOGCLD_01301	1.1522404984900938e-05
SGB1699__CLBCANAP_01337	9.6412759342433e-06
SGB1699__AFILFBND_02186	1.1128678548204884e-05
SGB1699__KEFHGKKM_01033	9.88056388088331e-06
SGB1699__LBAKKJGC_00927	1.2352914300564998e-05
SGB1699__OAOKMPNL_00294	1.3741540108467361e-05
SGB1699__PPOCLNOL_00074	1.3616829191778274e-05
SGB1699__LBAKKJGC_01388	1.097241614762812e-05
SGB1699__GKLPODAA_00040	1.265618393669738e-05
SGB1699__DMBCAGKL_00378	1.2337354386043532e-05
SGB1699__HLLHNIOG_01458	1.0747795552218133e-05
SGB1699__NAGBCELK_00926	1.1438334430792427e-05
SGB1699__ICIDCCIP_01181	9.367952990138275e-06
SGB1699__GFBHAOHD_00092	1.1627883614648375e-05
SGB1699__CALKJNKH_00440	1.180591646490681e-05
SGB1699__AJAIHPJJ_00802	1.2572819376276907e-05
SGB1699__HCPFOAAA_00395	1.416362835369737e-05
SGB1699__ILNICLOG_00063	1.3546226219143672e-05
SGB1699__AKKJICCP_00381	1.0297816794675901e-05
SGB1699__FDHOEFMH_01870	1.2632687014403947e-05
SGB1699__OOPINIEP_00066	1.0719278074745937e-05
SGB1699__LGPFBEBD_01521	1.4329980702840474e-05
SGB1699__LPELDFDC_00658	6.937559310679617e-06
SGB1699__OBCLELCD_01222	9.480062317186065e-06
SGB1699__MFANMGAG_00582	9.267398372069939e-06
SGB1699__CEKGBHKO_00278	1.2177062367999434e-05
SGB1699__OBCBDOBM_00959	9.91638772381115e-06
SGB1699__LGPFBEBD_00450	7.480286314943422e-06
SGB1699__EKLBBLBC_01507	1.3746708169382758e-05
SGB1699__OHGFJAEJ_00708	1.1887859353148188e-05
SGB1699__KKJDGIDP_00679	1.049552342901198e-05
SGB1699__CMBDPNDK_00644	1.3749426222231598e-05
SGB1699__FOGNJGHH_00787	1.0640372004757277e-05
SGB1699__ADIIFEMG_01342	1.200452226177744e-05
SGB1699__KGHIEJLF_00182	1.2606548755799664e-05
SGB1699__DFIOEEPC_00830	1.1936311745804734e-05
SGB1699__DJHIAPHN_00474	1.1902150946304634e-05
SGB1699__IDCMGPGA_00449	7.2508012288304446e-06
SGB1699__FAEFOILE_00092	1.3034904850465649e-05
SGB1699__ILAJHDLJ_00292	1.1453675568710875e-05
SGB1699__DIJPDEOO_00941	1.2562582553337009e-05
SGB1699__KJMIOJGL_01735	1.1226269098768908e-05
SGB1699__KJKNNOGD_01859	1.190885971015152e-05
SGB1699__CDOENJBD_01176	1.1214639230385405e-05
SGB1699__GLDMDFCK_00021	1.1601880088878227e-05
SGB1699__JMFCBNEL_00794	1.2124422446268416e-05
SGB1699__ONAPGLBK_01328	9.569484269966036e-06
SGB1699__IPCIFNFC_00513	1.1845385105066618e-05
SGB1699__LKOAFKGP_00632	7.70202658429389e-06
SGB1699__HCEEAFBN_01106	1.2556680438437936e-05
SGB1699__GICINDGA_00675	1.1507670439079724e-05
