#mpa_vJan21_CHOCOPhlAnSGB_202103
#/opt/software/miniconda3/envs/metaphlan4/bin/metaphlan -t marker_ab_table /datastore/shekas3/UCFMT1/results/Metaphlan4/DonorB_P11.mp.bowtie2out --bowtie2db /dataone/common/ref_dbs/metaphlan4/ --nreads 24728097 --input_type bowtie2out --nproc 30 -o /datastore/shekas3/UCFMT1/results/StrainPhlan4/DonorB_P11.marker_abund_norm.txt
#SampleID	Metaphlan_Analysis
SGB969__DDMHLHFG_00402	2.5837553957543175e-08
SGB1429__PCLEBMPK_01587	5.7395774127284535e-08
SGB1699__NGMNFKLG_00805	6.852384782462367e-08
SGB1699__MBDFLODE_00702	1.8173921406775538e-08
SGB1790__NOLJGKAI_00477	1.4082828730065353e-07
SGB1790__OKLLMLLD_02274	1.629606600149868e-07
SGB1790__CMFMAAKK_01666	9.579333867286872e-08
SGB1790__JICLPANH_00282	6.677883782740155e-08
SGB1790__MAJFIGHP_01193	4.8720380913037855e-08
SGB1790__ELEAMPJO_00614	1.9182550652648375e-08
SGB1790__EHHFPKJG_00272	4.985932735127046e-08
SGB1790__IJFJGIID_02867	2.8158361823027798e-08
SGB1790__LNEABEED_01775	3.685874350250402e-08
SGB1790__HGPLODOG_00737	7.391960832865262e-08
SGB1790__DNAJMFFM_00650	1.284950334995048e-07
SGB1790__IFHOGEIL_01684	8.732823581388972e-08
SGB1790__IHKGAGPO_00746	9.116724198601058e-08
SGB1790__KOFHICLA_00006	1.0146013508464886e-07
SGB1790__OILDAJEA_01981	1.0146013508464886e-07
SGB1781__PNBGGPNE_03225	2.5585460281204147e-08
SGB1781__ICOJJLOF_01447	3.423747092357789e-08
SGB1781__PNBGGPNE_00410	3.7578000649842454e-08
SGB1781__ELEOMNHP_01220	4.283167783316827e-08
SGB1781__LILJONLC_02624	4.296820663077273e-08
SGB1781__IDGKIPMG_01000	4.997772799526502e-08
SGB1781__LILJONLC_01496	5.998577253727844e-08
SGB1781__PABFGNKE_00385	9.003495096653175e-08
SGB1830__KPKBEDGD_01168	2.3672362604393882e-07
SGB1830__JOBMPLDF_00541	4.960986466568125e-08
SGB1830__MGOJKKBN_02286	6.96170160499097e-07
SGB1830__BKOLOALO_01868	2.5710484638038396e-07
SGB1830__FJLIMPDJ_01925	1.9282863478528796e-07
SGB1830__NEGFIIEH_01973	9.309398698606907e-07
SGB1830__JHECCNAE_00579	5.250396438271107e-07
SGB1830__NDINCBPC_00768	4.602783815601763e-07
SGB1830__HFLOBEKE_01815	2.4550797702280726e-07
SGB1830__ILCBFNPD_00809	4.910159540456145e-07
SGB1830__LLNBNPDI_00128	4.2734048602277897e-07
SGB1830__GIICJCIM_01297	9.125395395283688e-08
SGB1830__FOOABEGK_00587	4.156659495076738e-07
SGB1830__KPKDCFJI_00633	1.080825121010691e-07
SGB1830__IIFCNHOO_00223	3.166312645647413e-07
SGB1830__NANAOLPF_01394	5.100291463194066e-07
SGB1830__JHECCNAE_02056	3.2762999090307555e-07
SGB1830__AADEELCE_00073	9.064035411654168e-08
SGB1830__HJHDLLMJ_00150	8.349919372418698e-07
SGB1830__IMEKGPMP_01198	3.4846809460348405e-07
SGB1830__GIDGAILJ_02397	3.009822785255723e-07
SGB1830__OFAPFOCJ_00624	5.407171283787458e-07
SGB1830__CBCPNCDC_00183	5.815396125015324e-07
SGB1830__JCJALHBN_01904	1.7656892654986506e-07
SGB1830__FBBKFCAF_01436	7.099956975957616e-08
SGB1830__GCOPIBFJ_00782	1.5392806935213363e-07
SGB1830__AJIMDKHH_00418	4.217111068823491e-07
SGB1830__JLHOKHCP_01822	2.237718693863771e-07
SGB1830__OHCNJMKP_02374	4.910159540456145e-07
SGB1830__NJHNPKEG_02336	2.5139844676546787e-07
SGB1830__EGHMBACF_01632	6.968611561270913e-07
SGB1830__CKCNFGLF_03157	6.529951833110853e-07
SGB1830__OGOJFBGA_02549	5.299961933892996e-07
SGB1830__OHCNJMKP_00071	3.0418739675545275e-07
SGB1830__OBADBHPF_00204	3.8001750160495175e-07
SGB1830__MFMOLIPN_00092	4.850185005774327e-07
SGB1830__BIIMJABM_00969	2.0760811211304674e-07
SGB1830__BBKLMLFC_01445	5.277984391497806e-07
SGB1830__PBBAFJLG_01395	3.808619670176719e-07
SGB1830__LLPMGLHN_01116	7.172113669601505e-07
SGB1830__MHEIBENN_01268	5.599866573950296e-07
SGB1830__LIMCGOCN_01345	3.587772461555192e-07
SGB1830__MPOMCPDM_00148	2.3968745942223644e-07
SGB1830__FICGJPGA_01683	6.580091630771217e-07
SGB1830__PNEGFOPB_00464	3.1699363065983503e-07
SGB1830__HDOLDHGB_00228	3.2289132418275126e-07
SGB1830__FOOPHJEG_01942	2.976591879940875e-07
SGB1830__MDMNOFKI_01889	1.7916005500769803e-07
SGB1830__ONDCPLMA_00738	8.247740939138036e-07
SGB1830__OIMJCIKK_01263	3.163753467261631e-07
SGB1830__MOHCDLFH_00700	2.966541732444927e-07
SGB1830__NBGPFIEJ_02401	4.296820663077273e-08
SGB1830__JKNMMGJH_02512	3.1628333016176183e-07
SGB1830__EJLLDBIG_01077	2.650427713752965e-07
SGB1830__NICAOKNE_02774	9.995545599053004e-08
SGB1830__NBMJPIKE_02410	6.669338174970638e-07
SGB1830__CCGPLBFF_00771	1.344771313050282e-07
SGB1830__FKPDHLFO_01308	1.828557473522338e-07
SGB1830__IDLEGDKK_00389	2.3260062548161247e-07
SGB1830__LNNDIKII_00331	7.689078283653327e-07
SGB1830__BJAHKKGF_02322	1.69859220671962e-07
SGB1830__LFDKHMHC_02108	1.7344462534911587e-07
SGB1830__OBDBMCOG_00650	4.539585619123994e-07
SGB1830__BMLPODCA_00199	3.010804279889717e-07
SGB1830__FJLIMPDJ_02102	4.11326252542477e-07
SGB1830__IDLEGDKK_02081	2.154725186687892e-07
SGB1830__DEKALHMH_01478	4.332535096675055e-07
SGB1830__JHOJDIEL_00280	2.7138624782707054e-07
SGB1830__HEFMDAPN_02391	3.1477146741497963e-07
SGB1830__NKCNKIOF_03205	6.07296956771019e-07
SGB1830__MFACMMEN_01190	5.60731030190324e-07
SGB1830__GGLLOOEE_01972	6.347699450294531e-07
SGB1830__KEDEOOBF_01809	3.012509599246777e-07
SGB1830__FBDJGONN_00347	2.637813471073582e-07
SGB1830__KBLFHCEF_02574	3.420157514444566e-07
SGB1830__BPOKPIDC_01535	7.408297301899277e-07
SGB1830__MKMIMBDK_02190	3.519373325469781e-07
SGB1830__PNIADKGE_01067	2.988720973767231e-07
SGB1830__PMIDCAAO_02986	4.409259096158479e-07
SGB1830__GGKDHJJH_00336	1.4937935073405765e-07
SGB1830__KIFACLBC_00360	5.035108758517861e-07
SGB1830__GJLKGMPM_02287	3.0668877443056416e-07
SGB1830__ILJLNPIP_00914	2.0681182142366732e-07
SGB1830__CLHCBHGO_00831	5.775940658591412e-07
SGB1830__EGIKIIDD_00771	3.7337754471948525e-07
SGB1830__FAFIKKJM_00311	2.2214895114220722e-07
SGB1830__JJKJDDKB_00158	3.3739360213047576e-07
SGB1830__ECKJBDAD_01391	4.555593025757425e-07
SGB1830__OKODLCPA_00606	3.5208083315501403e-07
SGB1830__HDLOFFEF_01035	2.410156100974682e-07
SGB1830__MKBIOKFD_01653	3.6152341514620236e-07
SGB1830__IHFLEKGG_00728	1.249768710147667e-07
SGB1830__LIJCOBJP_00117	4.3741904855168335e-07
SGB1830__PMNDBIIP_01784	4.477982513975083e-07
SGB1830__DNHOCNEF_00516	3.260450858330803e-07
SGB1830__CKKCAKFA_01678	8.477172231660087e-07
SGB1830__DGPNGCBL_00919	2.6083606866646424e-07
SGB1830__OOMHLAFK_02899	2.686331203321466e-07
SGB1830__HPANBFGL_00103	2.713367684035941e-07
SGB1830__PONIOKGE_02275	4.1324376745037093e-07
SGB1830__NEMCAHNO_02615	4.845936952341433e-07
SGB1830__IEPFGMCJ_00270	6.532421851718495e-07
SGB1830__KFOPPPBJ_00519	4.167705347750374e-07
SGB1830__OBAAJJNB_01667	2.54788831007943e-07
SGB1830__KFKJLIPD_00540	1.709361944091116e-07
SGB1830__DFGKGOJH_00853	1.0080798409750341e-07
