#mpa_vJan21_CHOCOPhlAnSGB_202103
#/opt/software/miniconda3/envs/metaphlan4/bin/metaphlan -t marker_ab_table /datastore/shekas3/UCFMT1/results/Metaphlan4/PMCL821_S310.mp.bowtie2out --bowtie2db /dataone/common/ref_dbs/metaphlan4/ --nreads 37537188 --input_type bowtie2out --nproc 30 -o /datastore/shekas3/UCFMT1/results/StrainPhlan4/PMCL821_S310.marker_abund_norm.txt
#SampleID	Metaphlan_Analysis
SGB747__JHJBHJNM_00841	3.647500560972564e-07
SGB747__JHJBHJNM_00610	4.6781025925264943e-07
SGB747__HCNENIDN_01588	5.814034652475036e-07
SGB747__HCNENIDN_01589	4.1762058939951264e-07
SGB747__PLBHGPFJ_01222	6.180524735459634e-07
SGB747__PLBHGPFJ_00397	4.2605501849189604e-07
SGB747__PLBHGPFJ_00324	3.3028272126660975e-07
SGB747__HCNENIDN_01098	3.2012538253173645e-07
SGB747__HCNENIDN_00090	2.051934336931181e-07
SGB747__HCNENIDN_01018	1.9935561028651574e-07
SGB747__JHJBHJNM_00444	4.872967612028005e-07
SGB747__HCNENIDN_00037	2.0076407991594054e-07
SGB747__HCNENIDN_01324	3.2997168873851814e-07
SGB747__HCNENIDN_01591	4.084540154926616e-07
SGB747__PLBHGPFJ_01361	5.914030466910505e-07
SGB747__HCNENIDN_00468	5.773931723095862e-07
SGB747__PLBHGPFJ_00522	3.8111778893648215e-07
SGB747__JHJBHJNM_00757	3.391819653802234e-07
SGB747__JHJBHJNM_00873	5.046234112853e-07
SGB747__JHJBHJNM_01107	6.710022422449536e-07
SGB747__JHJBHJNM_00271	5.091921862746093e-07
SGB747__HCNENIDN_01649	4.7271244268635e-07
SGB747__JHJBHJNM_00720	6.555080582260966e-07
SGB747__HCNENIDN_00366	1.1228123136564982e-07
SGB747__PLBHGPFJ_00733	4.668494049709214e-07
SGB747__PLBHGPFJ_01244	5.419007013880188e-07
SGB747__HCNENIDN_00188	2.709503506940094e-07
SGB747__HCNENIDN_00200	2.1669206175753217e-07
SGB747__JHJBHJNM_00139	7.282303055939622e-07
SGB747__JHJBHJNM_00406	2.6653445643907685e-07
SGB747__PLBHGPFJ_00303	5.375507214117375e-07
SGB747__PLBHGPFJ_01258	4.778228634771e-07
SGB747__HCNENIDN_01320	1.0805523275314582e-06
SGB747__JHJBHJNM_00679	3.9487087726368495e-07
SGB747__JHJBHJNM_00259	4.71614172128127e-07
SGB747__PLBHGPFJ_00368	2.7384048704213824e-07
SGB747__PLBHGPFJ_00301	6.552971521052796e-07
SGB747__PLBHGPFJ_00521	4.885013337897379e-07
SGB747__JHJBHJNM_00051	4.2817473823386525e-07
SGB747__HCNENIDN_00117	5.8614111193164e-07
SGB747__JHJBHJNM_00112	4.961781099138198e-07
SGB747__JHJBHJNM_00582	2.6405569012466396e-07
SGB747__HCNENIDN_01204	2.800782795725403e-07
SGB747__JHJBHJNM_00064	4.066953805883391e-07
SGB747__HCNENIDN_00568	1.1581966574272674e-06
SGB747__HCNENIDN_00434	4.6341740277807446e-07
SGB747__HCNENIDN_00411	7.390657772135186e-07
SGB747__JHJBHJNM_00954	2.9561795630711614e-07
SGB747__HCNENIDN_00412	6.263993337678667e-07
SGB747__PLBHGPFJ_00746	7.776441691814591e-07
SGB747__JHJBHJNM_00357	1.1690848024123968e-07
SGB747__HCNENIDN_00346	2.6772290313641875e-07
SGB747__PLBHGPFJ_00252	5.029281075082935e-07
SGB747__JHJBHJNM_01061	2.1876149131922228e-07
SGB747__HCNENIDN_00345	4.917337567362194e-07
SGB747__JHJBHJNM_00014	5.436408371235586e-07
SGB747__JHJBHJNM_01010	4.288213647809045e-07
SGB747__HCNENIDN_00251	3.665828007321501e-07
SGB747__HCNENIDN_01274	6.712575903904512e-07
SGB747__PLBHGPFJ_00536	3.424407865656332e-07
SGB747__HCNENIDN_01043	6.862744499337351e-07
SGB747__PLBHGPFJ_01196	4.6955620258623983e-07
SGB747__PLBHGPFJ_00566	6.359751282926779e-07
SGB747__JHJBHJNM_00059	6.438803029102713e-07
SGB747__PLBHGPFJ_00592	3.45243641073168e-07
SGB747__HCNENIDN_01658	3.146977086060171e-07
SGB747__HCNENIDN_00823	5.194084087294784e-07
SGB747__JHJBHJNM_00733	4.833174477812461e-07
SGB747__HCNENIDN_01266	2.9930577812741237e-07
SGB747__JHJBHJNM_00269	1.6943025573557202e-07
SGB747__JHJBHJNM_00005	4.5181401529485876e-07
SGB747__HCNENIDN_01090	6.441667136625755e-07
SGB747__PLBHGPFJ_00708	5.137363168205726e-07
SGB747__HCNENIDN_01272	4.385669461838992e-07
SGB747__JHJBHJNM_00886	2.3332672199862908e-07
SGB747__JHJBHJNM_01069	3.320000891071053e-07
SGB747__HCNENIDN_00441	5.676013838244653e-07
SGB747__PLBHGPFJ_00847	1.3761385598806323e-07
SGB747__PLBHGPFJ_00040	5.897736685202711e-07
SGB747__PLBHGPFJ_01184	1.3730987327930998e-07
SGB747__JHJBHJNM_00707	7.881096435658959e-08
SGB747__HCNENIDN_00936	4.792457640325666e-07
SGB747__HCNENIDN_01645	5.191829110352805e-07
SGB747__HCNENIDN_00619	6.218223528066048e-07
SGB747__HCNENIDN_00419	9.046889084888638e-07
SGB747__JHJBHJNM_00120	4.029963289832433e-07
SGB747__PLBHGPFJ_01394	1.1617198437081847e-06
SGB747__JHJBHJNM_00054	5.924101120714884e-07
SGB747__JHJBHJNM_00950	1.214500639446833e-07
SGB747__JHJBHJNM_00035	5.515542422734548e-07
SGB747__PLBHGPFJ_00807	3.283576806509948e-07
SGB747__PLBHGPFJ_00574	1.8470119536618457e-07
SGB747__HCNENIDN_01751	8.619389117088613e-07
SGB747__HCNENIDN_01021	3.0998449882133e-07
SGB747__HCNENIDN_00024	1.4465943278328732e-07
SGB747__HCNENIDN_00941	1.038113435659427e-07
SGB747__HCNENIDN_01617	4.1621852295169143e-07
SGB747__JHJBHJNM_00109	4.171962436012853e-07
