#mpa_vJan21_CHOCOPhlAnSGB_202103
#/opt/software/miniconda3/envs/metaphlan4/bin/metaphlan -t marker_ab_table /datastore/shekas3/UCFMT1/results/Metaphlan4/DonorB_P9.mp.bowtie2out --bowtie2db /dataone/common/ref_dbs/metaphlan4/ --nreads 22686951 --input_type bowtie2out --nproc 30 -o /datastore/shekas3/UCFMT1/results/StrainPhlan4/DonorB_P9.marker_abund_norm.txt
#SampleID	Metaphlan_Analysis
SGB746__NGEMPDIA_00582	2.7154848311036783e-07
SGB746__LBOEJMMC_01377	5.249510129308201e-07
SGB746__AEBAJBLL_00983	3.454995362328316e-07
SGB746__CBCDNJFD_01080	3.705948858962013e-07
SGB746__LLHGHDON_00881	3.9106046705648514e-07
SGB746__BCGPICKK_00312	2.1794213751710702e-07
SGB746__CBCDNJFD_00807	3.520094003625008e-07
SGB746__BCGPICKK_01375	3.123392197682302e-07
SGB746__OJLLILAC_00839	4.5474784446034063e-07
SGB746__KKAEFMGP_00458	3.7024506043992233e-07
SGB746__NELDMHEE_01141	3.7293007113905786e-07
SGB746__NELDMHEE_00404	3.756543096185767e-07
SGB746__CFNBJNPK_00470	6.318549816277698e-07
SGB746__EPJJGDEO_01008	5.833211694162987e-07
SGB746__EOOLBAPC_00749	5.275983458213021e-07
SGB746__IGENEHDE_00452	3.1441511221941476e-07
SGB746__EEKFMBOF_00730	3.933025575062719e-07
SGB746__JHNJNBDB_01107	3.70848295953479e-07
SGB746__MFEIHADB_01146	4.944643946046387e-07
SGB746__IAOHBGFO_01258	5.511259354205018e-07
SGB746__JDCCBIME_00590	7.026374611266829e-07
SGB746__JDCCBIME_00545	4.7461242103415267e-07
SGB746__DBMHFELA_00559	4.4587493160024026e-07
SGB746__FBNKIDAC_01023	3.2342272559280766e-07
SGB746__IAOHBGFO_01284	4.0242518525453694e-07
SGB746__AENHDLNN_01224	7.03637612575535e-07
SGB746__GLGDCLEM_00590	4.1209990207633853e-07
SGB746__MNPEJFEI_00228	1.2580832799013938e-07
SGB746__DHHCPCNF_01159	3.2000091377924933e-07
SGB746__BCGPICKK_01808	3.7951342006642057e-07
SGB746__NELDMHEE_00665	3.1669928781495494e-07
SGB746__EKBJMHKD_00395	4.0683569947640375e-07
SGB746__MFEIHADB_01300	7.662517682863361e-07
SGB746__CMMCCPKH_00812	6.097695523368407e-07
SGB746__MFEIHADB_00975	3.986908978521558e-07
SGB746__MABLFMMN_01215	6.287854900633443e-07
SGB746__BKEDPBDM_00019	2.9660819837687295e-07
SGB746__NJPOFCBP_00397	3.327809183465269e-07
SGB746__JBOHAEJD_00174	6.033371454161842e-07
SGB746__DBMHFELA_00573	3.8263727475002004e-07
SGB746__IPOCPCHC_01158	6.72881176933196e-07
SGB746__JNADMENF_00701	1.9260085219247774e-07
SGB746__EOOLBAPC_00524	3.326288643457931e-07
SGB746__DPHGFAHH_00210	5.39334939697788e-07
SGB746__DPHGFAHH_00419	6.116352936835485e-07
