#mpa_vJan21_CHOCOPhlAnSGB_202103
#/opt/software/miniconda3/envs/metaphlan4/bin/metaphlan -t marker_ab_table /datastore/shekas3/UCFMT1/results/Metaphlan4/PMCL721.mp.bowtie2out --bowtie2db /dataone/common/ref_dbs/metaphlan4/ --nreads 31571772 --input_type bowtie2out --nproc 30 -o /datastore/shekas3/UCFMT1/results/StrainPhlan4/PMCL721.marker_abund_norm.txt
#SampleID	Metaphlan_Analysis
SGB985__MIGBIKPD_01115	2.609898011124175e-08
SGB985__NOHLEEPO_00305	7.676550624958124e-08
SGB985__OCDFGBMC_01474	2.9971406554619176e-08
SGB985__KOINLAGL_00292	6.799845315423165e-08
SGB985__KOINLAGL_01076	1.1107379523766522e-08
SGB985__GMDJEDEI_00312	2.326731844553473e-08
SGB969__LPIIMBCC_00245	4.052410970286004e-08
SGB969__JAGMMMNP_00759	1.1696287627730871e-07
SGB1517__AEHHEKDN_01703	3.370267327472811e-08
SGB1517__CMBJMNDO_00519	4.7823847360713824e-08
SGB1517__IEGFMJLM_00702	5.622885025451151e-08
SGB1517__NNBDDCGL_01514	2.9863946703599185e-08
SGB1517__POHHIGNO_00198	6.146651885518485e-08
SGB1517__LMAAEPAN_01549	6.446914112707235e-08
SGB1517__JFAGNKBE_01361	7.608373189127864e-08
SGB1517__KHMHFKLA_01572	3.804186594563932e-08
SGB1517__PMKCAEEG_00827	1.1495399016799132e-07
SGB1517__AHDMBGJL_01483	5.815928872657806e-08
SGB1505__OPOMACEP_02082	4.545599959606362e-08
SGB1525__HMHDLLFB_00417	9.04185520161314e-08
SGB1699__GHFBIHLB_01231	1.883549096004251e-08
SGB1699__GEGPMIGP_00361	1.9039288587846846e-08
SGB1699__GGLCHOMO_01080	5.021199689361497e-08
SGB1699__LJNKIIEE_00135	5.972789340719837e-08
SGB1699__DNHGPECA_00915	1.4005604237754232e-07
SGB1699__JOIDKAEK_00156	7.218247071552781e-08
SGB1699__GFJGFHII_00085	8.263407213583348e-08
SGB1699__COKMICKN_00510	5.690541759042386e-08
SGB1699__OPJEPLHE_00417	1.2679551750030084e-07
SGB1699__CLBCANAP_01337	3.36489668426782e-08
SGB1699__KEFHGKKM_01033	4.21025516400784e-08
SGB1699__HPGIFFGE_00917	3.125804693873769e-08
SGB1699__OMEJMMLP_01517	1.910820470651965e-08
SGB1699__NPNNJHIM_00033	4.160482194477584e-08
SGB1699__NKPALIFL_00011	2.1557071551640224e-08
SGB1699__DMBLGJKA_00640	2.4200640336724806e-08
SGB1699__NNFFCLBC_00592	2.431209531080241e-08
SGB1699__EOGAPBLL_00653	3.187137985738738e-08
SGB1699__MOCJPFPE_01282	3.255939087100201e-08
SGB1808__GMEAKIPA_01480	2.2109272559858087e-08
SGB1808__JHIDHAOD_00533	2.5530973189620207e-08
SGB1808__GNBFLCEN_01625	5.4487727615497405e-08
SGB1808__MNNFNMBJ_00929	2.752799802204122e-08
SGB1808__KAADKDDE_01799	1.0434990742284324e-07
SGB1808__OPHHEDJM_00960	2.578033858750223e-08
SGB1806__KFFGFLIA_01130	2.6760492295188974e-08
SGB1806__BGPOCDGP_02190	2.9886566028164145e-08
SGB1806__CAFCHAAA_02442	3.794173558370225e-08
SGB1822__ELEICGOC_00034	1.6691490940784878e-08
SGB1815__FDADPDIK_02328	2.000039892271162e-05
SGB1815__KDJDAFAB_03162	5.3995177618864766e-08
SGB1815__JIAOCIHN_00679	1.771305925656446e-05
SGB1815__IOFOGJLD_00093	1.5971670849658576e-05
SGB1815__EEPDMBED_02174	1.7959946328104727e-05
SGB1815__PPMGIOIG_00221	1.7121969205221373e-05
SGB1815__AKGCADPC_00222	1.6370907039639802e-05
SGB1815__NDLELKED_03377	1.808511526013629e-05
SGB1815__OGDMMBMK_02128	1.7632073453310606e-05
SGB1815__BNGCIBCO_02684	1.4432551518992402e-05
SGB1815__GNANFJFI_00078	2.035776624485146e-05
SGB1815__LGMKGJPM_02065	1.903764423342761e-05
SGB1815__BEALFEGL_02435	1.4014063575878038e-05
SGB1815__IOFGDJMH_01570	1.5682915480449362e-05
SGB1815__NECNJEJC_00735	1.8159675542240826e-05
SGB1815__IMHKPBDF_00351	1.778629354161592e-05
SGB1815__LAAEOCPP_00975	1.8158725670181065e-05
SGB1815__BIEAKLDK_01484	1.7725537918346914e-05
SGB1815__EDAAEGAI_01116	1.651457476957149e-05
SGB1815__FKEGKNBK_02516	1.773658936296388e-05
SGB1815__ACBBCFCD_01288	2.0234671205536263e-05
SGB1815__PKDMNPFE_01000	1.637434428050081e-05
SGB1815__HPKKOKCH_00753	1.537155506818041e-05
SGB1815__INJOJJFK_03315	1.8215361858247618e-05
SGB1815__MKMADBLJ_01032	1.7178503922974912e-05
SGB1815__HAFOJKKH_00606	2.0353134536309674e-05
SGB1815__ACBBCFCD_03405	2.003369176504753e-05
SGB1815__MHFKDEGC_02732	2.0950531268158753e-05
SGB1815__DBAOGNHH_00850	1.9815441509139144e-05
SGB1815__FCACHDKC_03616	1.9603807364124915e-05
SGB1815__HCOMAFFD_00985	1.722351212717195e-05
SGB1815__COMKELPC_01320	1.590755052562755e-05
SGB1815__KICLEEFA_02368	1.956112719858261e-05
SGB1815__DLJKHJEP_00457	1.7621847106827822e-05
SGB1815__AOPNIMAJ_02248	2.154608521992266e-05
SGB1815__KOFPPKND_02513	2.0029039853401982e-05
SGB1815__NFIJAGLD_00898	1.668557437363633e-05
SGB1815__GIOIPHAO_02826	1.6113790176574413e-05
SGB1815__MFKJFFMN_00626	1.7107265949687878e-05
SGB1815__IHGGDDEI_00569	1.778279605772282e-05
SGB1815__CFBDCHBM_03548	1.9752290377266604e-05
SGB1815__OBAHMNGH_04176	2.0773827415560322e-05
SGB1815__FEMHLIHP_01812	2.0573447250053247e-05
SGB1815__GKBGGHBE_00775	1.8649041211680783e-05
SGB1815__PHDMDMBM_00074	1.9205397716831867e-05
SGB1815__NFLJMMKO_00001	1.8882707391148215e-05
SGB1815__HDLBEPGG_01361	2.231483732974457e-05
SGB1815__PJCFMDPA_02757	1.7145038745897623e-05
SGB1815__ONBLKLOL_03711	1.925980567927781e-05
SGB1815__PAPBEHFA_03257	1.7285797341555392e-05
SGB1815__JBMCPGEG_03247	1.8226073855670773e-05
SGB1815__MKOGGFCN_01584	2.2559937497596957e-05
SGB1815__CEOGEDFB_02546	1.903162574147232e-05
SGB1815__HCBGPKJD_01653	2.1997263838361067e-05
SGB1815__GBBHIBHN_01568	1.7911787391003295e-05
SGB1815__MKAMMCAN_02032	2.1718020540281228e-05
SGB1815__HGEJFLFL_02341	1.8560784966091925e-05
SGB1815__ENEJGBIK_04424	1.933177558234481e-05
SGB1815__NAIIBGOM_00474	1.7890576172898898e-05
SGB1815__MAGIMJOH_01276	1.8549910257104563e-05
SGB1815__CALEBIKH_00975	1.814932477844086e-05
SGB1815__AFKJMGCN_01396	1.8519366130176077e-05
SGB1815__KPGKKGPA_02373	1.6981825627640103e-05
SGB1815__CMGPCPCF_04098	2.3030087719164626e-05
SGB1815__LDEHKALB_02091	1.9848887208970773e-05
SGB1815__JABGGCNM_00017	1.6938583595525634e-05
