#mpa_vJan21_CHOCOPhlAnSGB_202103
#/opt/software/miniconda3/envs/metaphlan4/bin/metaphlan -t marker_ab_table /datastore/shekas3/UCFMT1/results/Metaphlan4/DonorB_D_2016.mp.bowtie2out --bowtie2db /dataone/common/ref_dbs/metaphlan4/ --nreads 12647787 --input_type bowtie2out --nproc 30 -o /datastore/shekas3/UCFMT1/results/StrainPhlan4/DonorB_D_2016.marker_abund_norm.txt
#SampleID	Metaphlan_Analysis
SGB713__EGFEGELK_00241	5.5492338868091497e-08
SGB713__EAHPFCLB_00266	6.073552762603853e-08
SGB713__OPFNNNBJ_00444	7.55307428948109e-08
SGB713__KHKLFJCD_00054	1.6122676657319293e-07
SGB713__JPHNAOFK_00318	3.7659286501443146e-07
SGB713__DLHEJEEG_01328	5.103229816800072e-07
SGB713__JMLADIMD_00911	3.338971092531883e-07
SGB713__EAHPFCLB_00382	1.1076737553906831e-07
SGB713__INBDFEFD_00575	3.715555367538546e-07
SGB713__CKKJAHIG_01887	6.413491755373872e-08
SGB713__HPCOAPIO_00249	1.4023748789167268e-07
SGB713__IKIKMPDL_00407	4.883656584479496e-07
SGB713__LOLNOPPK_00762	1.0356322060115621e-07
SGB713__ALPIAMDP_01457	8.39424766998747e-08
SGB713__PEGLPHFG_00444	1.5004831321610192e-07
SGB713__DPMNANBL_00728	5.0983661683904225e-08
SGB713__AAKBFDKL_00588	6.11583477068783e-08
SGB713__BCCJFEDI_01412	2.616331321630686e-07
SGB713__CKAEEGNM_00347	6.724403933347365e-08
SGB713__LKKKEDLN_01748	1.3483209802699966e-07
SGB713__GGHODGNA_00184	6.973500929313804e-08
SGB713__DMMBLFPM_00050	2.796800652082351e-07
SGB713__EJCLHBNI_00668	7.22191866933306e-08
SGB713__JHFPNOEB_00323	1.4809060583198291e-07
SGB713__CEMHNKNE_00739	1.5062979732297962e-07
SGB713__AKAGHJOC_00178	1.6073511920014737e-07
SGB713__NLIGIBLA_00516	1.647543548382839e-07
SGB713__HBBCLMMH_00231	2.5026045562863516e-07
SGB713__CFAEDIGA_00945	8.614690910957873e-08
SGB713__INMFMJMJ_01525	8.642942124153431e-08
SGB713__CGFGLCOB_00545	8.935991045765234e-08
SGB713__JCMPFGFG_00288	1.8499219464745524e-07
SGB713__GBNKEJGB_01432	3.712874645373283e-07
SGB713__LJOCPEFF_01667	9.381308778293466e-08
SGB713__HFDKPIKP_00384	9.727569781856065e-08
SGB713__EEBPLDKK_00522	2.855043703390202e-07
SGB713__COJOLONA_01713	1.9971128998984408e-07
SGB713__DHEOGOMI_00294	2.05152342784743e-07
SGB713__JPMKPAFP_01291	1.0338090587667642e-07
SGB713__BBGPEBBL_00140	1.1030378126400849e-07
SGB713__HBDHECKN_00865	1.1462129800265242e-07
SGB713__GKIOOBLE_00713	2.282499103740207e-07
SGB713__DMHCDPDA_01035	1.1613657273149981e-07
SGB713__EEBPLDKK_01013	1.2554116283663332e-07
SGB713__HHMCGOKL_00215	4.035345417801741e-07
SGB713__CDOOFPPA_00440	2.8197538985005213e-07
SGB713__EDNFHDAJ_01322	3.2753110957376966e-07
SGB713__AEIDJAIG_00801	1.6687637177582057e-07
SGB713__FIIFMKPL_00049	3.4923172484911905e-07
SGB713__ONKBJBOC_00362	3.4693311508756353e-07
SGB713__NIIGOJMA_00582	3.4923172484911905e-07
SGB713__HPCOAPIO_00619	1.91073326174882e-07
SGB713__LOMNLBNG_01438	1.997629725633406e-07
SGB1429__JGAJEMCP_01668	1.7016909651892273e-06
SGB1429__MMKDBFEO_00595	1.970852399140021e-06
SGB1429__DPKNGIGF_02229	2.0436538490027438e-06
SGB1429__PPBOCMHH_00862	2.063070221764838e-06
SGB1429__LDAMFDJD_00610	2.0403441344718854e-06
SGB1429__FAJABBFM_01534	2.8529638400897103e-06
SGB1429__FOMEKFAC_01618	2.044270564056075e-06
SGB1429__KEEPILBA_00916	1.7601386613017867e-06
SGB1429__FOMEKFAC_01366	1.8068464057983397e-06
SGB1429__AIHKBDOK_00229	1.9740247421319883e-06
SGB1429__EFCNLGDG_01085	1.9329985772840523e-06
SGB1429__GPMLFLGE_01785	2.8878451391574398e-06
SGB1429__JLONMDDI_01250	2.8938685066629505e-06
SGB1429__KEEPILBA_01076	2.089897519418495e-06
SGB1429__BCGOLGAC_00010	2.095257169416565e-06
SGB1429__NBMCHGBD_01723	2.2477282968201492e-06
SGB1429__GNAKOKMD_01129	2.6926790122256557e-06
SGB1429__MCFJDCCH_00470	2.6218190382197172e-06
SGB1429__DIIFPECF_00036	2.9841422688360177e-06
SGB1429__INEJDNIN_01610	2.2859576954693958e-06
SGB1429__FOMEKFAC_02262	1.3646854196496645e-06
SGB1429__HLPFHAPI_01087	3.673113314210243e-06
SGB1429__FAJABBFM_00421	1.8985083176700885e-06
SGB1429__GJBEJBML_00645	3.1694262815691473e-06
