#mpa_vJan21_CHOCOPhlAnSGB_202103
#/opt/software/miniconda3/envs/metaphlan4/bin/metaphlan -t marker_ab_table /datastore/shekas3/UCFMT1/results/Metaphlan4/PMCL636_S295.mp.bowtie2out --bowtie2db /dataone/common/ref_dbs/metaphlan4/ --nreads 44519088 --input_type bowtie2out --nproc 30 -o /datastore/shekas3/UCFMT1/results/StrainPhlan4/PMCL636_S295.marker_abund_norm.txt
#SampleID	Metaphlan_Analysis
SGB746__NGEMPDIA_00582	5.6395424627997545e-08
SGB746__LBOEJMMC_01377	3.42622063509701e-08
SGB746__AEBAJBLL_00983	4.657008871333671e-08
SGB746__CBCDNJFD_01080	3.475792624534093e-08
SGB746__LLHGHDON_00881	7.000330371613966e-08
SGB746__BCGPICKK_00312	3.886213484879396e-08
SGB746__CBCDNJFD_00807	6.08185441167648e-08
SGB746__BCGPICKK_01375	2.1776363195222386e-08
SGB746__OJLLILAC_00839	1.2261093957781674e-07
SGB746__KKAEFMGP_00458	3.841903018169677e-08
SGB746__NELDMHEE_01141	1.28945618059551e-07
SGB746__NELDMHEE_00404	3.8952012180254945e-08
SGB746__CFNBJNPK_00470	2.7697078278743877e-08
SGB746__EPJJGDEO_01008	1.1798993610993126e-07
SGB746__EOOLBAPC_00749	1.261929111840274e-07
SGB746__EEKFMBOF_00730	5.5783980495153834e-08
SGB746__JHNJNBDB_01107	5.824291986129444e-08
SGB746__IAOHBGFO_01258	3.986220910064049e-08
SGB746__JDCCBIME_00590	6.176633582147233e-08
SGB746__JDCCBIME_00545	4.421725106942257e-08
SGB746__FBNKIDAC_01023	4.9640606400372934e-08
SGB746__AENHDLNN_01224	1.0709121435341285e-07
SGB746__GLGDCLEM_00590	8.060663610699101e-08
SGB746__MNPEJFEI_00228	2.8505569981789654e-08
SGB746__BCGPICKK_01808	3.3626361737289366e-08
SGB746__NELDMHEE_00665	3.4879525863396085e-08
SGB746__EKBJMHKD_00395	7.14226327029832e-08
SGB746__MFEIHADB_01300	1.1138391895016189e-07
SGB746__CMMCCPKH_00812	2.1557051452146644e-07
SGB746__MFEIHADB_00975	1.9796387898239406e-08
SGB746__MABLFMMN_01215	5.0269993116173766e-08
SGB746__BKEDPBDM_00019	4.556249803060773e-08
SGB746__NJPOFCBP_00397	9.603383280780298e-09
SGB746__JBOHAEJD_00174	4.928107614227772e-08
SGB746__DBMHFELA_00573	7.895365398118075e-08
SGB746__IPOCPCHC_01158	1.9975380197287553e-08
SGB746__JNADMENF_00701	2.0924375343198453e-08
SGB746__EOOLBAPC_00524	4.330085471586785e-08
SGB746__DPHGFAHH_00210	9.135666807399233e-08
SGB746__DPHGFAHH_00419	9.16361893015125e-08
SGB746__MFEIHADB_01417	4.6967740831857105e-08
SGB746__INBKPICC_01033	4.8254185478012085e-08
SGB746__INBKPICC_01239	4.833205684331456e-08
SGB746__BNOEACBI_00275	2.4482097057687786e-08
SGB746__BHFELBJA_00361	1.1107742861972391e-07
SGB746__KPPDOFPN_00212	3.7709555735410435e-08
SGB746__DBMHFELA_01546	5.036395841029561e-08
SGB746__CBCDNJFD_00144	4.093984752595453e-08
SGB746__JNADMENF_01080	1.3671533643113299e-08
SGB746__LLHGHDON_00872	5.529189017042836e-08
SGB746__CBCDNJFD_00825	8.309123483623162e-08
SGB746__GGDNAJOD_00606	5.654457302739943e-08
SGB746__JDCCBIME_01467	2.859622187571605e-08
SGB746__DPHGFAHH_00953	8.695096667877921e-08
SGB746__MKILLNGE_01128	1.5609685568219686e-08
SGB746__JHNJNBDB_00022	1.1352807204295769e-07
SGB746__GLGDCLEM_00414	3.2507004499862295e-08
SGB746__ALIJLJJK_00075	3.437237007232676e-08
SGB746__LBOEJMMC_01284	5.430059830880754e-08
SGB746__MABLFMMN_00648	3.6553862014222715e-08
SGB746__JBOHAEJD_00371	3.6553862014222715e-08
SGB746__LLHGHDON_00256	3.8039544760036306e-08
SGB746__AEBAJBLL_00614	3.8528905934961326e-08
SGB746__JDCCBIME_00070	7.951275970418266e-08
SGB746__NCINOOOC_00890	3.986220910064049e-08
SGB746__KPPDOFPN_01004	1.6747331849202007e-07
SGB746__MKILLNGE_01166	4.501475979798512e-08
SGB746__JNADMENF_01537	9.19646553753734e-08
SGB746__EKBJMHKD_01316	4.947659486334458e-08
SGB746__JDCCBIME_00748	5.099291056145493e-08
SGB746__CBCDNJFD_01557	7.727882392958436e-08
SGB746__CBCDNJFD_00418	5.169707367422557e-08
SGB746__BKEDPBDM_00920	2.7460128314787996e-08
SGB746__MKILLNGE_00103	8.519237185696315e-08
SGB746__BKEDPBDM_00589	8.820311281242922e-08
SGB746__BFDNDFEG_00593	6.848296372681179e-08
SGB746__JFGICOBG_00713	1.4562347335417825e-07
SGB746__IFGFMGLM_01408	7.425594596677459e-08
SGB746__DPHGFAHH_00815	7.93725579293798e-08
SGB746__IFGFMGLM_01136	3.96862789646899e-08
SGB746__BHFELBJA_00672	8.288723589440165e-08
SGB746__GGDNAJOD_00102	9.378898848991117e-08
SGB746__HGELOFIK_00117	4.904469726867961e-08
SGB746__MFEIHADB_00716	1.0210217899638757e-07
SGB746__FBNKIDAC_00230	2.2094330968053057e-07
SGB746__MPHHJNID_01104	4.137974085451464e-08
SGB746__BCGPICKK_00584	3.48387900999792e-08
SGB746__BKEDPBDM_00033	3.8711441261220686e-08
SGB746__EEKFMBOF_00502	7.655123261329672e-08
SGB746__BFDNDFEG_00478	6.779372317876917e-08
SGB746__MFEIHADB_00497	2.3410444925378692e-08
SGB746__KDELEGKB_00615	8.232264653745797e-08
SGB746__BCGPICKK_01072	4.912482058205948e-08
SGB746__IPOCPCHC_01287	5.399598337762021e-08
SGB746__JNADMENF_01544	2.744328647060224e-08
SGB746__CFLDPBGM_00870	4.2731132655010535e-08
SGB746__JDCCBIME_00390	8.61175687007112e-08
SGB746__HGOEFEOI_00694	5.841959300708631e-08
SGB746__MDGCIJON_00443	2.9381731661597495e-08
SGB746__MPHHJNID_00326	5.9581789586431455e-08
SGB746__IFGFMGLM_01091	5.970055758915736e-08
SGB746__INBKPICC_00577	8.990927964784136e-08
SGB746__EEKFMBOF_00908	1.5707928619485766e-08
SGB746__NJPOFCBP_01274	3.360111039471308e-08
SGB746__NGEMPDIA_00089	1.028809634415778e-07
SGB746__GLGDCLEM_00970	5.289406347871223e-08
SGB746__BNOEACBI_00202	3.6288122255180884e-08
SGB746__FBNKIDAC_00799	3.6376271825678934e-08
SGB746__KDELEGKB_00518	7.512491714409502e-08
SGB746__GBNOMOLE_00355	1.5062766414154012e-07
SGB746__MNPEJFEI_00521	3.794316045257228e-08
SGB746__BFDNDFEG_00666	3.843002902004405e-08
SGB746__EOOLBAPC_00564	8.46837315376252e-08
SGB746__BPCEALHH_00500	6.442359752996209e-08
SGB746__DLKHOFJI_01499	4.319684904095711e-08
SGB746__CMMCCPKH_00230	2.2043536096918843e-08
SGB746__JDCCBIME_01338	4.434820099766242e-08
SGB746__MDGCIJON_00506	6.918593642358265e-08
SGB746__JFGICOBG_01389	4.612395761572176e-08
SGB746__OJLLILAC_01189	4.669931083205773e-08
SGB746__FBNKIDAC_00154	4.6992403968076656e-08
SGB746__LLHGHDON_01187	4.7289199348779436e-08
SGB746__AEBAJBLL_00854	7.071050176108268e-08
SGB746__NELDMHEE_01665	5.0139230790149044e-08
SGB746__NCINOOOC_00438	5.0647973871598034e-08
SGB746__GGDNAJOD_00721	5.134257783326773e-08
SGB746__KPPDOFPN_01000	5.1876163671675425e-08
SGB746__AENHDLNN_01513	2.3344273652253942e-07
SGB746__BPCEALHH_00489	5.2605106155860906e-08
SGB746__EKBJMHKD_01276	1.0786258334904031e-07
SGB746__AEBAJBLL_00057	2.7359786309256334e-08
SGB746__CFLDPBGM_01368	1.1273469439061352e-07
SGB746__BCGPICKK_01498	8.61728517429873e-08
SGB746__BNOEACBI_00541	1.1445803608486695e-07
SGB746__OJLLILAC_00787	5.811744206860915e-08
SGB746__NGEMPDIA_00255	5.950303081397814e-08
SGB746__BPCEALHH_00114	1.194808223793005e-07
SGB746__NCINOOOC_00536	6.070917985392378e-08
SGB746__DHHCPCNF_01786	6.095630133100915e-08
SGB746__JNADMENF_00619	6.274413580499119e-08
SGB746__JFGICOBG_00335	6.274413580499119e-08
SGB964__MDDCFMJC_00745	2.7973084700489824e-08
SGB964__MDDCFMJC_00017	4.434820099766242e-08
SGB964__HLKPKNNN_00565	3.420222197187682e-08
SGB964__BCOEIFLJ_00925	4.344750870967735e-08
SGB964__LJEAPIMJ_00379	5.636734719530676e-08
SGB985__OCDFGBMC_00633	8.570129476677118e-09
SGB985__PJDEJKBB_01058	1.0778463626079411e-08
SGB985__NOHLEEPO_00666	2.1808076407120894e-08
SGB985__FPNOLFLN_01329	1.466209774161439e-08
SGB985__KOINLAGL_00120	2.4985956684272432e-08
SGB985__KOINLAGL_00071	5.432257258874527e-08
SGB985__GMDJEDEI_00712	3.098261939241876e-08
SGB985__MIGBIKPD_00773	4.238197109988292e-08
SGB985__OCDFGBMC_01537	6.827522284214457e-08
SGB985__FPNOLFLN_01062	1.3730013773830779e-08
SGB985__OCDFGBMC_00169	1.393443110611364e-08
SGB985__OCDFGBMC_01198	8.212909663135594e-09
SGB969__FNLJHBLM_00440	1.2697753464268545e-08
SGB969__BOMIJCJI_00104	1.0525941571642129e-07
SGB969__LPOEKGHJ_00687	6.725272347457873e-08
SGB969__FOCNLHOF_00281	2.368622114927437e-07
SGB969__DDMHLHFG_00402	6.798525870925389e-08
SGB969__JNIKEIOH_00376	7.14226327029832e-08
SGB969__LPOEKGHJ_00071	1.2726645743053963e-07
SGB969__OJDGFAFI_00472	1.676294190173629e-08
SGB969__HNEMMAMK_00656	1.1193899200399923e-07
SGB969__GBHMJLLJ_00614	1.0005556919220135e-07
SGB969__OFNMKEJG_00657	2.306197880786088e-08
SGB969__OJDGFAFI_00400	1.0595462770468358e-07
SGB969__FOAGJLCG_00349	4.8099502282906226e-08
SGB969__HHOKHLCG_00380	5.7229018042433474e-08
SGB969__ICMPEMOJ_00336	4.3363800410225765e-08
SGB969__PJHMBANP_00339	2.961415203743886e-08
SGB969__LNICMOHD_01038	7.918583090361883e-08
