"","sample","bin_id","bin_len","bin_covbases","bin_numreads","bin_coverage"
"1368","PMCL356","bin_296",2174701,289466,13387,13.310611435779
"1369","PMCL356","bin_298",1098661,15731,10886,1.431833841376
"1370","PMCL356","bin_30",2291135,802887,30774,35.0431991131033
"1371","PMCL356","bin_300",1874665,137940,18488,7.35811464981743
"1372","PMCL356","bin_301",2973322,1311419,218581,44.1061882971303
"1373","PMCL356","bin_302",2011852,31239,7158,1.55274841290512
"1374","PMCL356","bin_303",2603993,123899,23079,4.75803890409844
"1375","PMCL356","bin_307",2753009,151443,30021,5.50099908863356
"1376","PMCL356","bin_310",2830594,500440,34697,17.6796813672325
"1377","PMCL356","bin_314",1444035,160495,21565,11.1143427964004
"1378","PMCL356","bin_318",1678402,61560,9319,3.66777446642699
"1379","PMCL356","bin_32",2108243,1884251,380964,89.3754182985548
"1380","PMCL356","bin_320",1925987,1677367,53206,87.0912939703124
"1381","PMCL356","bin_322",1633033,37825,13170,2.31624223147971
"1382","PMCL356","bin_323",2844979,1738816,171458,61.1187639697868
"1383","PMCL356","bin_326",2600040,98513,18077,3.78890324764234
"1384","PMCL356","bin_328",3111483,528185,38745,16.9753458399098
"1385","PMCL356","bin_33",1632270,831969,19857,50.970060100351
"1386","PMCL356","bin_331",2426134,153976,25713,6.34655793950375
"1387","PMCL356","bin_334",3031064,68335,13180,2.2544888527593
"1388","PMCL356","bin_337",2649673,1147772,193602,43.31749615896
"1389","PMCL356","bin_342",3532415,3302095,122572,93.4798148009223
"1390","PMCL356","bin_345",2359262,222738,19755,9.44100316115802
"1391","PMCL356","bin_346",2176844,2039552,189376,93.693071253613
"1392","PMCL356","bin_349",3060305,215714,29351,7.04877455024908
"1393","PMCL356","bin_351",3400475,48622,12653,1.42985906380726
"1394","PMCL356","bin_354",2426756,2154521,68861,88.7819376978979
"1395","PMCL356","bin_358",1508169,325927,28284,21.6107743893423
"1396","PMCL356","bin_359",1317554,74397,13716,5.64659968395982
"1397","PMCL356","bin_36",2670235,1166448,142481,43.6833462223362
"1398","PMCL356","bin_360",2131624,990792,39174,46.4806175948479
"1399","PMCL356","bin_361",4818545,268734,16648,5.57707772782033
"1400","PMCL356","bin_362",2205259,75463,14692,3.42195633256683
"1401","PMCL356","bin_363",2080352,78339,19812,3.76566081124733
"1402","PMCL356","bin_365",1684807,887008,17840,52.6474545749157
"1403","PMCL356","bin_367",3464344,50920,13210,1.46983094057634
"1404","PMCL356","bin_368",1217972,76500,13750,6.28093256659431
"1405","PMCL356","bin_369",4101997,2253789,44892,54.9437018115811
"1406","PMCL356","bin_370",2348593,135433,17694,5.76655895678817
"1407","PMCL356","bin_375",2668811,120348,13807,4.50942385953895
"1408","PMCL356","bin_377",2317339,2209530,150382,95.3477242647709
"1409","PMCL356","bin_378",1559599,296248,28651,18.9951391351238
"1410","PMCL356","bin_380",2726751,2195986,89188,80.534892991696
"1411","PMCL356","bin_381",4545961,172782,23213,3.80078051703479
"1412","PMCL356","bin_385",1662402,40757,8462,2.45169339305415
"1413","PMCL356","bin_386",1426502,67294,16609,4.71741364540674
"1414","PMCL356","bin_387",1689673,803190,20470,47.5352331486625
"1415","PMCL356","bin_390",2292109,203819,23311,8.89220364302047
"1416","PMCL356","bin_393",2026581,298186,25555,14.7137469462114
"1417","PMCL356","bin_394",1438968,52060,9555,3.61787058503038
"1418","PMCL356","bin_395",2876886,65536,11386,2.27801866323518
"1419","PMCL356","bin_396",2108454,50730,8718,2.40602830320225
"1420","PMCL356","bin_397",2801538,246650,40923,8.80409260913113
"1421","PMCL356","bin_40",2447716,352567,17271,14.4039177747745
"1422","PMCL356","bin_403",2024094,42416,9684,2.09555485071346
"1423","PMCL356","bin_404",2339711,168837,27444,7.21614763532761
"1424","PMCL356","bin_405",2390384,141057,30420,5.90101841377787
"1425","PMCL356","bin_407",2299373,39603,9498,1.72233908983014
"1426","PMCL356","bin_412",1663969,1581903,327457,95.0680571573148
"1427","PMCL356","bin_417",2289317,142182,21735,6.21067331435533
"1428","PMCL356","bin_420",2801897,33008,7849,1.1780590078793
"1429","PMCL356","bin_422",1565230,187231,22921,11.9618841959329
"1430","PMCL356","bin_423",1291890,353334,29674,27.3501613914497
"1431","PMCL356","bin_43",1869160,140571,12741,7.52054398767361
"1432","PMCL356","bin_433",3056555,66973,15522,2.19112693866134
"1433","PMCL356","bin_434",1858965,254334,55038,13.6814840516094
"1434","PMCL356","bin_435",4352105,486843,30784,11.1863799241976
"1435","PMCL356","bin_437",1132640,72215,28491,6.37581226161887
"1436","PMCL356","bin_440",2470298,1266946,27521,51.2871726407097
"1437","PMCL356","bin_442",1089736,56568,11213,5.19098203601606
"1438","PMCL356","bin_443",1553922,162893,21772,10.4827011909221
"1439","PMCL356","bin_444",1086098,62566,16897,5.76062196965651
"1440","PMCL356","bin_447",1915532,55843,10740,2.91527366809847
"1441","PMCL356","bin_47",4249709,72360,50998,1.70270482049477
"1442","PMCL356","bin_53",2745622,105221,17644,3.83231923403877
"1443","PMCL356","bin_55",2548935,1473130,263299,57.7939413912085
"1444","PMCL356","bin_58",2256813,32708,7248,1.44930040725572
"1445","PMCL356","bin_60",2590257,580892,29683,22.4260372619396
"1446","PMCL356","bin_65",2683266,2044432,69999,76.1919243190947
"1447","PMCL356","bin_66",2147677,48889,10329,2.27636651135157
"1448","PMCL356","bin_67",2099624,339757,35228,16.1818020750382
"1449","PMCL356","bin_73",2194880,28330,7398,1.29073115614521
"1450","PMCL356","bin_77",1730208,1625100,104459,93.9251234533651
"1451","PMCL356","bin_78",1964903,114327,13884,5.81845516038196
"1452","PMCL356","bin_8",2733583,380353,28183,13.9140827258583
"1453","PMCL356","bin_80",2831156,1343568,42933,47.4565159955863
"1454","PMCL356","bin_82",2889361,786792,40738,27.2306575744602
"1455","PMCL356","bin_86",2864004,2573904,420699,89.8708242027595
"1456","PMCL356","bin_88",1791097,47097,8185,2.62950582799257
"1457","PMCL356","bin_89",3252267,2509502,79446,77.161622954081
"1458","PMCL356","bin_9",1961833,1901170,273440,96.9078407795159
"1459","PMCL356","bin_92",3000695,175361,26381,5.84401280370048
"1460","PMCL356","bin_94",1654596,23585,16033,1.4254234870627
"1461","PMCL356","bin_95",1851646,31817,7074,1.71830900722924
"1462","PMCL356","bin_97",2464416,2456238,252072,99.6681566748471
"1463","PMCL356","bin_98",2614543,2396991,101855,91.6791576960103
"1464","PMCL360","bin_100",1692583,54162,6582,3.19996124266875
"1465","PMCL360","bin_101",2208582,615237,16463,27.8566519151202
"1466","PMCL360","bin_104",2791061,2703190,192794,96.8516990492146
"1467","PMCL360","bin_107",2418589,2163848,58195,89.467371264816
"1468","PMCL360","bin_108",1334333,35863,5337,2.68770988951034
"1469","PMCL360","bin_109",1945922,1571150,34693,80.7406463362869
"1470","PMCL360","bin_11",2652403,2532896,155521,95.4943875421646
"1471","PMCL360","bin_110",2489628,2186477,51831,87.823441895737
"1472","PMCL360","bin_112",1976985,252842,12119,12.7892725539142
"1473","PMCL360","bin_113",2101716,385710,24920,18.3521465316912
"1474","PMCL360","bin_116",2940545,2838526,1592894,96.5306091217784
"1475","PMCL360","bin_117",2441739,2437479,840547,99.8255341787144
"1476","PMCL360","bin_118",2094480,2071963,1487107,98.9249360223063
"1477","PMCL360","bin_12",2160944,2067012,146419,95.6531960106324
"1478","PMCL360","bin_122",3027848,37542,5969,1.23989050969533
"1479","PMCL360","bin_123",1431238,1051788,49853,73.4879873228631
"1480","PMCL360","bin_126",1800315,1320886,20233,73.3697158552809
"1481","PMCL360","bin_127",2006863,1922679,123103,95.8051944751585
"1482","PMCL360","bin_129",2871564,1233387,28745,42.9517503353573
"1483","PMCL360","bin_13",1439546,126596,13611,8.79416149258169
"1484","PMCL360","bin_132",1767901,74504,7310,4.21426312898743
"1485","PMCL360","bin_133",2386911,1978513,47358,82.8901035690061
"1486","PMCL360","bin_134",2820780,221882,18617,7.86598033168131
"1487","PMCL360","bin_135",1959837,130828,13957,6.67545311166184
"1488","PMCL360","bin_137",2430177,2370145,169466,97.5297272585495
"1489","PMCL360","bin_138",2764838,2459696,115043,88.9634763411093
"1490","PMCL360","bin_139",2803639,124191,17462,4.42963591246947
"1491","PMCL360","bin_141",2116228,366857,31447,17.3354194349569
"1492","PMCL360","bin_142",2489841,254185,19338,10.2088848243723
"1493","PMCL360","bin_143",1875593,1753114,43511,93.4698519348281
"1494","PMCL360","bin_144",5706077,171898,27468,3.01254259274805
"1495","PMCL360","bin_145",2687503,1423966,24600,52.9847222496124
"1496","PMCL360","bin_147",2308024,1283804,33034,55.6235117139163
"1497","PMCL360","bin_149",2485778,2477484,271828,99.6663418857195
"1498","PMCL360","bin_152",1472854,945910,14729,64.2229304466023
"1499","PMCL360","bin_154",1276592,75389,10411,5.90548898943437
"1500","PMCL360","bin_159",1783660,399348,27746,22.3892445869729
"1501","PMCL360","bin_16",1486388,915125,16121,61.5670336412834
"1502","PMCL360","bin_160",1855298,844142,63138,45.4989980046332
"1503","PMCL360","bin_161",2811698,242511,9447,8.62507282076525
"1504","PMCL360","bin_165",1951548,184599,6385,9.4591063094528
"1505","PMCL360","bin_167",1865544,1788924,114221,95.8928870077575
"1506","PMCL360","bin_168",3370120,187833,26753,5.57348106298885
"1507","PMCL360","bin_169",2735254,713455,19056,26.0836836359621
"1508","PMCL360","bin_17",2269345,2268949,235464,99.9825500309561
"1509","PMCL360","bin_173",1256867,1112836,32893,88.5404740517493
"1510","PMCL360","bin_174",2849112,288420,33371,10.1231541617178
"1511","PMCL360","bin_175",1839175,579290,12572,31.4972745932279
"1512","PMCL360","bin_177",2222035,1147403,27871,51.6374854581498
"1513","PMCL360","bin_178",3112052,162699,10687,5.22802960875975
"1514","PMCL360","bin_18",2023700,100076,34617,4.94519938726096
"1515","PMCL360","bin_182",6151194,229275,18177,3.7273251339496
"1516","PMCL360","bin_185",1785659,1785659,287547,100
"1517","PMCL360","bin_186",2862869,633045,27083,22.1122587166929
"1518","PMCL360","bin_187",2868302,1071497,31758,37.3564917501714
"1519","PMCL360","bin_188",1955483,1955367,280670,99.9940679617261
"1520","PMCL360","bin_19",2891845,199179,26156,6.88760981311239
"1521","PMCL360","bin_194",2966929,2629320,99668,88.6209275651692
"1522","PMCL360","bin_195",2253866,2253246,227343,99.9724917098
"1523","PMCL360","bin_196",2159449,436213,13727,20.2001992174856
"1524","PMCL360","bin_197",2682486,111933,16458,4.17273379991545
"1525","PMCL360","bin_198",1167925,65225,9268,5.58469079778239
"1526","PMCL360","bin_199",1005057,1004953,62057,99.9896523281764
"1527","PMCL360","bin_20",2218059,2108563,55633,95.0634315859046
"1528","PMCL360","bin_202",2634691,2432680,52635,92.3326492556433
"1529","PMCL360","bin_203",2766272,500367,58359,18.0881345001504
"1530","PMCL360","bin_207",1950414,56764,10644,2.91035646790886
"1531","PMCL360","bin_209",2180716,2049819,100844,93.9975219148206
"1532","PMCL360","bin_210",2017938,103749,5989,5.14133734534956
"1533","PMCL360","bin_211",1115178,82240,9410,7.37460746176844
"1534","PMCL360","bin_212",2238827,2108468,53645,94.177352694067
"1535","PMCL360","bin_214",2010683,27110,4449,1.3482980658811
"1536","PMCL360","bin_217",1643685,1540891,172376,93.746125322066
"1537","PMCL360","bin_218",2593465,2587741,271591,99.7792914112972
"1538","PMCL360","bin_219",2123352,2121290,216651,99.902889393751
"1539","PMCL360","bin_22",2597267,2363373,131121,90.9946108736607
"1540","PMCL360","bin_220",2512872,103483,15008,4.11811664103862
"1541","PMCL360","bin_222",2871657,2002718,36216,69.740849969199
"1542","PMCL360","bin_224",2444546,894223,20517,36.5803302535522
"1543","PMCL360","bin_227",2247063,978879,18295,43.5625970433406
"1544","PMCL360","bin_228",2406317,1508694,101875,62.6972256772487
"1545","PMCL360","bin_229",2793158,147148,16780,5.26815883670025
"1546","PMCL360","bin_23",1992111,1992096,228744,99.9992470299095
"1547","PMCL360","bin_231",1799857,138042,13422,7.66960930785057
"1548","PMCL360","bin_232",4683860,121100,10911,2.58547437370032
"1549","PMCL360","bin_235",2315678,168459,10135,7.27471608746985
"1550","PMCL360","bin_236",3222887,205387,23861,6.37276454309444
"1551","PMCL360","bin_237",2813968,181083,8985,6.43514780551876
"1552","PMCL360","bin_24",2491699,1139698,25212,45.7397944133702
"1553","PMCL360","bin_240",2584588,194471,25059,7.52425531651466
"1554","PMCL360","bin_244",1987785,329890,17303,16.5958592101258
"1555","PMCL360","bin_245",2545417,2017227,64141,79.2493724996729
"1556","PMCL360","bin_248",1411623,1401258,62379,99.2657387985319
"1557","PMCL360","bin_25",1850870,1835812,79038,99.1864366487112
"1558","PMCL360","bin_254",2446787,1134670,41567,46.3738772520861
"1559","PMCL360","bin_255",5621187,90367,16607,1.60761419251841
"1560","PMCL360","bin_257",1577859,621957,13571,39.4177806762201
"1561","PMCL360","bin_259",2523892,571174,18826,22.6306830878659
"1562","PMCL360","bin_260",2071793,2071742,680754,99.9975383641126
"1563","PMCL360","bin_262",1035753,19463,4424,1.87911596683765
"1564","PMCL360","bin_266",1919176,120268,8836,6.26664776966782
"1565","PMCL360","bin_271",1596841,263741,9216,16.5164221109052
"1566","PMCL360","bin_273",2073775,2046191,108712,98.66986534219
"1567","PMCL360","bin_274",1466525,152045,7321,10.3677059715995
"1568","PMCL360","bin_276",3032347,857945,35249,28.2931010204307
"1569","PMCL360","bin_278",5987725,109620,18548,1.83074539996409
"1570","PMCL360","bin_279",2096806,20387,3741,0.972288328057054
"1571","PMCL360","bin_283",2248113,602189,105225,26.7864204334924
"1572","PMCL360","bin_284",2051454,87218,12270,4.25152111624243
"1573","PMCL360","bin_286",1764186,233845,19507,13.2551216254975
"1574","PMCL360","bin_287",2282214,98928,21095,4.33473810957255
"1575","PMCL360","bin_288",1707881,1603725,54645,93.9014486372294
"1576","PMCL360","bin_295",2174866,2149069,1657626,98.8138579572259
"1577","PMCL360","bin_296",2174701,1480205,28650,68.0647592473632
"1578","PMCL360","bin_298",1098661,18811,10220,1.7121750931361
"1579","PMCL360","bin_30",2291135,776780,20181,33.9037202085429
"1580","PMCL360","bin_300",1874665,1626714,43720,86.773583546927
"1581","PMCL360","bin_301",2973322,1513167,251971,50.8914607970479
"1582","PMCL360","bin_302",2011852,41633,5728,2.06938681374177
"1583","PMCL360","bin_303",2603993,2155729,52112,82.7855144003843
"1584","PMCL360","bin_307",2753009,2143439,52335,77.8580455058447
"1585","PMCL360","bin_310",2830594,271508,27236,9.59190897740898
"1586","PMCL360","bin_314",1444035,1309459,123330,90.6805582967172
"1587","PMCL360","bin_318",1678402,137912,7993,8.2168634212781
"1588","PMCL360","bin_32",2108243,1974682,190691,93.6648194728976
"1589","PMCL360","bin_320",1925987,1348614,29422,70.0219679572084
"1590","PMCL360","bin_322",1633033,153577,14680,9.40440272793018
"1591","PMCL360","bin_323",2844979,2680135,252092,94.2057920286934
"1592","PMCL360","bin_326",2600040,1592668,34865,61.2555191458593
"1593","PMCL360","bin_328",3111483,3100527,203527,99.6478849474672
"1594","PMCL360","bin_33",1632270,943963,18361,57.8313024193301
"1595","PMCL360","bin_331",2426134,419437,28225,17.2882866321481
"1596","PMCL360","bin_334",3031064,68044,10496,2.24488826365923
"1597","PMCL360","bin_337",2649673,2436785,311587,91.9654991389504
"1598","PMCL360","bin_342",3532415,663432,14022,18.7812587139393
"1599","PMCL360","bin_345",2359262,330231,14135,13.9972160785873
"1600","PMCL360","bin_346",2176844,2061416,148636,94.6974610950532
"1601","PMCL360","bin_349",3060305,140127,21908,4.57885733611519
"1602","PMCL360","bin_351",3400475,54064,9682,1.58989552930105
"1603","PMCL360","bin_354",2426756,2279712,83787,93.9407175669907
"1604","PMCL360","bin_358",1508169,126034,14058,8.35675577471755
"1605","PMCL360","bin_359",1317554,1317554,875754,100
"1606","PMCL360","bin_36",2670235,1177639,160454,44.1024479118879
"1607","PMCL360","bin_360",2131624,140903,30548,6.61012448724541
"1608","PMCL360","bin_361",4818545,89812,10660,1.86388214699666
"1609","PMCL360","bin_362",2205259,1136011,23115,51.5137224244408
"1610","PMCL360","bin_363",2080352,97797,14367,4.70098329513467
"1611","PMCL360","bin_365",1684807,1314611,24444,78.0273942356602
"1612","PMCL360","bin_367",3464344,58734,10255,1.69538590855873
"1613","PMCL360","bin_368",1217972,99285,10312,8.15166522711524
"1614","PMCL360","bin_369",4101997,989172,17420,24.1144008637744
"1615","PMCL360","bin_370",2348593,199021,16650,8.47405233686722
"1616","PMCL360","bin_375",2668811,110855,9639,4.15372238798476
"1617","PMCL360","bin_377",2317339,249472,27911,10.7654512352314
"1618","PMCL360","bin_378",1559599,133228,14608,8.54245225856133
"1619","PMCL360","bin_380",2726751,2722703,234608,99.8515449338792
"1620","PMCL360","bin_381",4545961,121632,17081,2.67560588399241
"1621","PMCL360","bin_385",1662402,32145,6447,1.93364781803679
"1622","PMCL360","bin_386",1426502,81634,13456,5.72266985955856
"1623","PMCL360","bin_387",1689673,826847,16838,48.9353265395139
"1624","PMCL360","bin_390",2292109,155866,17291,6.80011290911558
"1625","PMCL360","bin_393",2026581,355088,14850,17.5215301041508
"1626","PMCL360","bin_394",1438968,1395094,41427,96.9510093344675
"1627","PMCL360","bin_395",2876886,108752,9133,3.78019845068592
"1628","PMCL360","bin_396",2108454,152172,9488,7.21723120352638
"1629","PMCL360","bin_397",2801538,2509210,69751,89.5654458372508
"1630","PMCL360","bin_40",2447716,70487,13430,2.8797049984557
"1631","PMCL360","bin_403",2024094,137214,8621,6.77903298957459
"1632","PMCL360","bin_404",2339711,894265,24324,38.2211734697148
"1633","PMCL360","bin_405",2390384,2337421,105412,97.7843308857489
"1634","PMCL360","bin_407",2299373,47871,7281,2.08191537432161
"1635","PMCL360","bin_412",1663969,1575496,123467,94.6830139263412
"1636","PMCL360","bin_417",2289317,296814,23568,12.9651769501559
"1637","PMCL360","bin_420",2801897,33477,6479,1.19479766743745
"1638","PMCL360","bin_422",1565230,106469,13029,6.8021313161644
"1639","PMCL360","bin_423",1291890,122845,13074,9.5089365193631
"1640","PMCL360","bin_43",1869160,152169,12128,8.14103661537803
"1641","PMCL360","bin_433",3056555,131316,12921,4.29620929445078
"1642","PMCL360","bin_434",1858965,1654778,65663,89.0160922879129
"1643","PMCL360","bin_435",4352105,126702,22628,2.91128086293874
"1644","PMCL360","bin_437",1132640,94748,28750,8.36523520271225
"1645","PMCL360","bin_440",2470298,79163,10858,3.20459313005961
"1646","PMCL360","bin_442",1089736,476664,15212,43.7412364095524
"1647","PMCL360","bin_443",1553922,1488260,91478,95.7744339805988
"1648","PMCL360","bin_444",1086098,100312,17871,9.23599896141969
"1649","PMCL360","bin_447",1915532,233904,8425,12.2109158186864
"1650","PMCL360","bin_47",4249709,80260,52211,1.88859990178151
"1651","PMCL360","bin_53",2745622,2640577,779156,96.1740909710077
"1652","PMCL360","bin_55",2548935,2462346,610317,96.6029341666225
"1653","PMCL360","bin_58",2256813,49063,5885,2.17399492115652
"1654","PMCL360","bin_60",2590257,255570,23440,9.86658852770208
"1655","PMCL360","bin_65",2683266,481440,25036,17.942313583521
"1656","PMCL360","bin_66",2147677,54914,8317,2.55690217849332
"1657","PMCL360","bin_67",2099624,1208709,41261,57.5678788202078
"1658","PMCL360","bin_73",2194880,39476,5884,1.79854935121738
"1659","PMCL360","bin_77",1730208,1630153,136483,94.2171692651982
"1660","PMCL360","bin_78",1964903,163771,12014,8.33481347425293
"1661","PMCL360","bin_8",2733583,659889,29005,24.140075497982
"1662","PMCL360","bin_80",2831156,459311,31466,16.2234437099192
"1663","PMCL360","bin_82",2889361,434014,24480,15.0211067429788
"1664","PMCL360","bin_86",2864004,1863569,48503,65.0686591219845
"1665","PMCL360","bin_88",1791097,709824,12858,39.630684435293
"1666","PMCL360","bin_89",3252267,1193935,91057,36.7108543056274
"1667","PMCL360","bin_9",1961833,1935423,252040,98.6538099828069
"1668","PMCL360","bin_92",3000695,215224,23548,7.17247171072035
"1669","PMCL360","bin_94",1654596,24157,13385,1.45999385952825
"1670","PMCL360","bin_95",1851646,87895,6401,4.74685766069756
"1671","PMCL360","bin_97",2464416,2458017,362071,99.7403441626738
"1672","PMCL360","bin_98",2614543,2470015,130355,94.4721505823389
"1673","PMCL380","bin_100",1692583,62437,15801,3.68885898062311
"1674","PMCL380","bin_101",2208582,263095,32470,11.912394468487
"1675","PMCL380","bin_104",2791061,181342,40051,6.49724244651048
"1676","PMCL380","bin_107",2418589,895775,86915,37.03709063425
"1677","PMCL380","bin_108",1334333,39704,9667,2.97556906709195
"1678","PMCL380","bin_109",1945922,110484,23467,5.67771986749726
"1679","PMCL380","bin_11",2652403,1960906,134401,73.9294141953542
"1680","PMCL380","bin_110",2489628,1450246,48311,58.2515138807886
"1681","PMCL380","bin_112",1976985,205255,26203,10.382223436192
"1682","PMCL380","bin_113",2101716,1633047,98839,77.7006503257338
"1683","PMCL380","bin_116",2940545,2260323,124122,76.8674854491259
"1684","PMCL380","bin_117",2441739,331151,48231,13.5620965221918
"1685","PMCL380","bin_118",2094480,244875,56009,11.6914460868569
"1686","PMCL380","bin_12",2160944,1684566,146893,77.9550974018762
"1687","PMCL380","bin_122",3027848,37678,11869,1.24438214864154
"1688","PMCL380","bin_123",1431238,73727,22913,5.1512746307742
"1689","PMCL380","bin_126",1800315,52191,11254,2.89899267628165
"1690","PMCL380","bin_127",2006863,149023,35636,7.42566881745291
"1691","PMCL380","bin_129",2871564,1337194,51143,46.5667489911421
"1692","PMCL380","bin_13",1439546,85852,25207,5.96382470584476
"1693","PMCL380","bin_132",1767901,55324,15172,3.12936075040401
"1694","PMCL380","bin_133",2386911,132908,36259,5.56820090904102
"1695","PMCL380","bin_134",2820780,2486090,142225,88.1348421358631
"1696","PMCL380","bin_135",1959837,132284,35943,6.74974500430393
"1697","PMCL380","bin_137",2430177,2187629,123649,90.0193278102788
"1698","PMCL380","bin_138",2764838,345832,54762,12.508219288074
"1699","PMCL380","bin_139",2803639,168813,34506,6.02121029133922
"1700","PMCL380","bin_141",2116228,570671,36229,26.9664232776431
"1701","PMCL380","bin_142",2489841,214804,35515,8.62721756128203
"1702","PMCL380","bin_143",1875593,274096,39498,14.6138314655685
"1703","PMCL380","bin_144",5706077,3688269,124955,64.6375609722757
"1704","PMCL380","bin_145",2687503,217998,33108,8.11154443362482
"1705","PMCL380","bin_147",2308024,452509,69041,19.6059053112099
"1706","PMCL380","bin_149",2485778,2097711,550256,84.3885093520017
"1707","PMCL380","bin_152",1472854,66852,13715,4.53894276011064
"1708","PMCL380","bin_154",1276592,60713,20164,4.75586561720581
"1709","PMCL380","bin_159",1783660,84172,18510,4.71906080755301
"1710","PMCL380","bin_16",1486388,121082,35847,8.14605607687898
"1711","PMCL380","bin_160",1855298,751096,312222,40.4838467998133
"1712","PMCL380","bin_161",2811698,55019,20964,1.95678910039414
"1713","PMCL380","bin_165",1951548,51055,19065,2.61612832479652
"1714","PMCL380","bin_167",1865544,1771151,1054748,94.9401890279725
"1715","PMCL380","bin_168",3370120,199014,44500,5.90524966470037
"1716","PMCL380","bin_169",2735254,136043,28101,4.97368800118746
"1717","PMCL380","bin_17",2269345,1048132,36529,46.1865428130143
"1718","PMCL380","bin_173",1256867,54830,16566,4.36243452966782
"1719","PMCL380","bin_174",2849112,312777,55747,10.9780521088676
"1720","PMCL380","bin_175",1839175,97514,17594,5.30205119143094
"1721","PMCL380","bin_177",2222035,1878962,82995,84.5604142148976
"1722","PMCL380","bin_178",3112052,217493,119143,6.98873283608372
"1723","PMCL380","bin_18",2023700,245916,47878,12.1518011562979
"1724","PMCL380","bin_182",6151194,223824,84114,3.63870819226316
"1725","PMCL380","bin_185",1785659,80310,20504,4.49749924257655
"1726","PMCL380","bin_186",2862869,403726,53021,14.1021471817257
"1727","PMCL380","bin_187",2868302,210637,41480,7.34361305050863
"1728","PMCL380","bin_188",1955483,79819,22200,4.0818048533278
"1729","PMCL380","bin_19",2891845,243849,46613,8.4322984115677
"1730","PMCL380","bin_194",2966929,2095749,61118,70.6369785053839
"1731","PMCL380","bin_195",2253866,252436,32964,11.2001334595757
"1732","PMCL380","bin_196",2159449,130779,24315,6.05612820677867
"1733","PMCL380","bin_197",2682486,123852,26910,4.61706044318591
"1734","PMCL380","bin_198",1167925,52371,16264,4.48410642806687
"1735","PMCL380","bin_199",1005057,44725,15236,4.44999636836518
"1736","PMCL380","bin_20",2218059,292826,47123,13.2019031053728
"1737","PMCL380","bin_202",2634691,143049,24629,5.42944125136496
"1738","PMCL380","bin_203",2766272,658746,137434,23.8134933947204
"1739","PMCL380","bin_207",1950414,61529,20962,3.15466357398993
"1740","PMCL380","bin_209",2180716,1593261,81500,73.061370669083
"1741","PMCL380","bin_210",2017938,701201,20910,34.7483916750663
"1742","PMCL380","bin_211",1115178,53484,18780,4.79600566008296
"1743","PMCL380","bin_212",2238827,864266,67366,38.6035187176142
"1744","PMCL380","bin_214",2010683,33998,11089,1.69086822736354
"1745","PMCL380","bin_217",1643685,62444,20244,3.7990247523096
"1746","PMCL380","bin_218",2593465,281768,48098,10.8645383685533
"1747","PMCL380","bin_219",2123352,228293,38115,10.7515381340447
"1748","PMCL380","bin_22",2597267,689877,123879,26.5616511509983
"1749","PMCL380","bin_220",2512872,144216,32441,5.73909057047076
"1750","PMCL380","bin_222",2871657,213094,30493,7.42059375475553
"1751","PMCL380","bin_224",2444546,247965,35795,10.1436013067457
"1752","PMCL380","bin_227",2247063,90568,20254,4.03050559775138
"1753","PMCL380","bin_228",2406317,910117,160400,37.8219910344315
"1754","PMCL380","bin_229",2793158,196200,39412,7.02430725365339
"1755","PMCL380","bin_23",1992111,176995,18076,8.88479607813018
"1756","PMCL380","bin_231",1799857,151749,23161,8.43116980960154
"1757","PMCL380","bin_232",4683860,281325,26254,6.0062640642547
"1758","PMCL380","bin_235",2315678,102019,24674,4.40557797759447
"1759","PMCL380","bin_236",3222887,98466,49691,3.05521105766352
"1760","PMCL380","bin_237",2813968,103012,44547,3.66073814627601
"1761","PMCL380","bin_24",2491699,289072,40173,11.6014012928528
"1762","PMCL380","bin_240",2584588,197580,35377,7.64454528149167
"1763","PMCL380","bin_244",1987785,135261,22126,6.80460915038598
"1764","PMCL380","bin_245",2545417,151755,40102,5.96189150932833
"1765","PMCL380","bin_248",1411623,55346,16178,3.92073521046342
"1766","PMCL380","bin_25",1850870,87213,11252,4.71200030256042
"1767","PMCL380","bin_254",2446787,309170,59332,12.6357545630249
"1768","PMCL380","bin_255",5621187,178909,74794,3.18276193266653
"1769","PMCL380","bin_257",1577859,149006,21516,9.44355610989322
"1770","PMCL380","bin_259",2523892,215065,36770,8.52116493098754
"1771","PMCL380","bin_260",2071793,147932,21934,7.14028862922116
"1772","PMCL380","bin_262",1035753,24124,8791,2.3291267319525
"1773","PMCL380","bin_266",1919176,74680,16300,3.89125332955393
"1774","PMCL380","bin_271",1596841,416074,27606,26.0560694521245
"1775","PMCL380","bin_273",2073775,1901039,118446,91.6704560523683
"1776","PMCL380","bin_274",1466525,118452,17370,8.07705289715484
"1777","PMCL380","bin_276",3032347,368402,50636,12.1490713298973
"1778","PMCL380","bin_278",5987725,147532,78499,2.46390741057747
"1779","PMCL380","bin_279",2096806,24983,9737,1.1914788492593
"1780","PMCL380","bin_283",2248113,554451,139259,24.6629506612879
"1781","PMCL380","bin_284",2051454,200552,30337,9.77609051921223
"1782","PMCL380","bin_286",1764186,268506,29622,15.2198237600797
"1783","PMCL380","bin_287",2282214,106750,44730,4.67747546899633
"1784","PMCL380","bin_288",1707881,1604879,658022,93.9690177477236
"1785","PMCL380","bin_295",2174866,266062,43558,12.2334893276183
"1786","PMCL380","bin_296",2174701,100044,20556,4.60035655476316
"1787","PMCL380","bin_298",1098661,19642,12190,1.78781261917916
